A	a
CONCLU'SO	c o n - c l u - s o
CONCLUSÃ'O	c o n - c l u - s ã o
CONCOLO'R	c o n - c o - l o r
CONCOMITA'NTE	c o n - c o - m i - t a n - t e
CONCOMITÂ'NCIA	c o n - c o - m i - t â n - c i a
CONCORDA'NTE	c o n - c o r - d a n - t e
CONCORDA'R	c o n - c o r - d a r
CONCORDA'TA	c o n - c o r - d a - t a
CONCORDATÁ'RIO	c o n - c o r - d a - t á - r i o
CONCO'RDE	c o n - c o r - d e
CONCORDÂ'NCIA	c o n - c o r - d â n - c i a
CONCORPÓ'REO	c o n - c o r - p ó - r e o
CONCORRENCIA'L	c o n - c o - r r e n - c i - a l
CONCORRE'NTE	c o n - c o - r r e n - t e
CONCORRE'R	c o n - c o - r r e r
CONCORRÊ'NCIA	c o n - c o - r r ê n - c i a
CONCRETIZA'R	c o n - c r e - t i - z a r
CONCRETIZAÇÃ'O	c o n - c r e - t i - z a - ç ã o
CONCRE'TO	c o n - c r e - t o
CONCRIA'R	c o n - c r i - a r
CONCUBI'NA	c o n - c u - b i - n a
CONCUBINA'GEM	c o n - c u - b i - n a - g e m
CONCUBINA'L	c o n - c u - b i - n a l
CONCUBINA'R	c o n - c u - b i - n a r
CONCUBINA'TO	c o n - c u - b i - n a - t o
CONCUBINÁ'RIO	c o n - c u - b i - n á - r i o
CONCU'RSO	c o n - c u r - s o
CONCUSSIONÁ'RIO	c o n - c u - s s i o - n á - r i o
CONCUSSO'R	c o n - c u - s s o r
CONCUSSÃ'O	c o n - c u - s s ã o
CONCUTI'R	c o n - c u - t i r
CONCUTO'R	c o n - c u - t o r
CONCÊ'NTRICO	c o n - c ê n - t r i - c o
CONCÍ'LIO	c o n - c í - l i o
CONCÓ'RDIA	c o n - c ó r - d i a
CONDA'DO	c o n - d a - d o
CONDA'L	c o n - d a l
CO'NDE	c o n - d e
CONDECORA'R	c o n - d e - c o - r a r
CONDECORATI'VO	c o n - d e - c o - r a - t i - v o
CONDECORAÇÃ'O	c o n - d e - c o - r a - ç ã o
CONDENA'DO	c o n - d e - n a - d o
CONDENADO'R	c o n - d e - n a - d o r
CONDENA'R	c o n - d e - n a r
CONDENATÓ'RIO	c o n - d e - n a - t ó - r i o
CONDENSABILIDA'DE	c o n - d e n - s a - b i - l i - d a - d e
CONDENSADO'R	c o n - d e n - s a - d o r
CONDENSADO'RA	c o n - d e n - s a - d o - r a
CONDENSA'NTE	c o n - d e n - s a n - t e
CONDENSA'R	c o n - d e n - s a r
CONDE'NSE	c o n - d e n - s e
CONDESCENDE'NTE	c o n - d e s - c e n - d e n - t e
CONDESCENDE'R	c o n - d e s - c e n - d e r
CONDESCENDÊ'NCIA	c o n - d e s - c e n - d ê n - c i a
CONDICE'NTE	c o n - d i - c e n - t e
CONDICIONA'DO	c o n - d i - c i o - n a - d o
CONDICIONA'L	c o n - d i - c i o - n a l
CONDICIONALIDA'DE	c o n - d i - c i o - n a - l i - d a - d e
CONDICIONALI'SMO	c o n - d i - c i o - n a - l i s - m o
CONDICIONA'R	c o n - d i - c i o - n a r
CONDI'GNO	c o n - d i g - n o
CONDIMENTA'R	c o n - d i - m e n - t a r
CONDIME'NTO	c o n - d i - m e n - t o
CONDIMENTÍ'CIO	c o n - d i - m e n - t í - c i o
CONDISCÍ'PULO	c o n - d i s - c í - p u - l o
CONDIZE'NTE	c o n - d i - z e n - t e
CONDIZE'R	c o n - d i - z e r
CONDIÇÃ'O	c o n - d i - ç ã o
CONDOIME'NTO	c o n - d o i - m e n - t o
CONDOLE'NTE	c o n - d o - l e n - t e
CONDOLÊ'NCIA	c o n - d o - l ê n - c i a
CONDOMÍ'NIO	c o n - d o - m í - n i o
CONDONATÁ'RIO	c o n - d o - n a - t á - r i o
CONDO'R	c o n - d o r
CONDOÍ'DO	c o n - d o - í - d o
CONDUCE'NTE	c o n - d u - c e n - t e
CONDU'TA	c o n - d u - t a
CONDUTA'R	c o n - d u - t a r
CONDUTI'SMO	c o n - d u - t i s - m o
CONDUTIVIDA'DE	c o n - d u - t i - v i - d a - d e
CONDUTI'VO	c o n - d u - t i - v o
CONDU'TO	c o n - d u - t o
CONDUTO'R	c o n - d u - t o r
CONDUTÂ'NCIA	c o n - d u - t â n - c i a
CONDUTÍ'CIO	c o n - d u - t í - c i o
CONDUTÍ'VEL	c o n - d u - t í - v e l
CONDUZI'R	c o n - d u - z i r
CONDÃ'O	c o n - d ã o
CONDÔ'MINO	c o n - d ô - m i - n o
CO'NE	c o - n e
CONECTA'R	c o - n e c - t a r
CONECTI'VO	c o - n e c - t i - v o
CONECTO'R	c o - n e c - t o r
CONETO'R	c o - n e - t o r
CONEXIDA'DE	c o - n e - x i - d a - d e
CONEXI'VO	c o - n e - x i - v o
CONE'XO	c o - n e - x o
CONEXÃ'O	c o - n e - x ã o
CONEZI'A	c o - n e - z i - a
CONFECIONADO'R	c o n - f e - c i o - n a - d o r
CONFECIONA'R	c o n - f e - c i o - n a r
CONFEDERA'L	c o n - f e - d e - r a l
CONFEDERA'R	c o n - f e - d e - r a r
CONFEDERATI'VO	c o n - f e - d e - r a - t i - v o
CONFEITA'R	c o n - f e i - t a r
CONFEITARI'A	c o n - f e i - t a - r i - a
CONFEITE'IRA	c o n - f e i - t e i - r a
CONFEITE'IRO	c o n - f e i - t e i - r o
CONFE'ITO	c o n - f e i - t o
CONFERENCIA'L	c o n - f e - r e n - c i a l
CONFERENCIA'R	c o n - f e - r e n - c i a r
CONFERENCI'STA	c o n - f e - r e n - c i s - t a
CONFERE'NTE	c o n - f e - r e n - t e
CONFERI'R	c o n - f e - r i r
CONFERÊ'NCIA	c o n - f e - r ê n - c i a
CONFE'SSA	c o n - f e - s s a
CONFESSA'NDO	c o n - f e - s s a n - d o
CONFESSA'R	c o n - f e - s s a r
CONFESSIONA'L	c o n - f e - s s i o - n a l
CONFESSIONÁ'RIO	c o n - f e - s s i o - n á - r i o
CONFE'SSO	c o n - f e - s s o
CONFESSO'R	c o n - f e - s s o r
CONFESSORA'L	c o n - f e - s s o - r a l
CONFESSÓ'RIO	c o n - f e - s s ó - r i o
CONFEÇÃ'O	c o n - f e - ç ã o
CONFIADAME'NTE	c o n - f i a - d a - m e n - t e
CONFIA'NTE	c o n - f i - a n - t e
CONFIA'NÇA	c o n - f i - a n - ç a
CONFIA'R	c o n - f i - a r
CONFIDENCIA'L	c o n - f i - d e n - c i a l
CONFIDENCIA'R	c o n - f i - d e n - c i a r
CONFIDENCIO'SO	c o n - f i - d e n - c i - o - s o
CONFIDE'NTE	c o n - f i - d e n - t e
CONFIDÊ'NCIA	c o n - f i - d ê n - c i a
CONFIGURA'R	c o n - f i - g u - r a r
CONFIGURAÇÃ'O	c o n - f i - g u - r a - ç ã o
CONFI'M	c o n - f i m
CONFINA'L	c o n - f i - n a l
CONFINA'NTE	c o n - f i - n a n - t e
CONFINA'R	c o n - f i - n a r
CONFINIDA'DE	c o n - f i - n i - d a - d e
CONFI'NS	c o n - f i n s
CONFIRMADO'R	c o n - f i r - m a - d o r
CONFIRMA'NTE	c o n - f i r - m a n - t e
CONFIRMA'R	c o n - f i r - m a r
CONFIRMATI'VO	c o n - f i r - m a - t i - v o
CONFIRMATÓ'RIO	c o n - f i r - m a - t ó - r i o
CONFISCA'R	c o n - f i s - c a r
CONFI'SCO	c o n - f i s - c o
CONFISSÃ'O	c o n - f i - s s ã o
CONFLAGRA'R	c o n - f l a - g r a r
CONFLI'TO	c o n - f l i - t o
CONFLITUA'L	c o n - f l i - t u - a l
CONFLITUO'SO	c o n - f l i - t u - o - s o
CONFLUE'NTE	c o n - f l u - e n - t e
CONFLUI'R	c o n - f l u - i r
CONFLUÊ'NCIA	c o n - f l u - ê n - c i a
CONFORMADO'R	c o n - f o r - m a - d o r
CONFORMA'R	c o n - f o r - m a r
CONFORMATI'VO	c o n - f o r - m a - t i - v o
CONFO'RME	c o n - f o r - m e
CONFORMIDA'DE	c o n - f o r - m i - d a - d e
CONFORMI'SMO	c o n - f o r - m i s - m o
CONFORMI'STA	c o n - f o r - m i s - t a
CONFORMÁ'VEL	c o n - f o r - m á - v e l
CONFORTABILIDA'DE	c o n - f o r - t a - b i - l i - d a - d e
CONFORTADO'R	c o n - f o r - t a - d o r
CONFORTA'NTE	c o n - f o r - t a n - t e
CONFORTA'R	c o n - f o r - t a r
CONFORTATI'VO	c o n - f o r - t a - t i - v o
CONFO'RTO	c o n - f o r - t o
CONFORTÁ'VEL	c o n - f o r - t á - v e l
CONFRA'DE	c o n - f r a - d e
CONFRAGO'SO	c o n - f r a - g o - s o
CONFRANGE'NTE	c o n - f r a n - g e n - t e
CONFRANGE'R	c o n - f r a n - g e r
CONFRARI'A	c o n - f r a - r i - a
CONFRATERNA'L	c o n - f r a - t e r - n a l
CONFRATERNA'R	c o n - f r a - t e r - n a r
CONFRATERNIDA'DE	c o n - f r a - t e r - n i - d a - d e
CONFRATERNIZA'R	c o n - f r a - t e r - n i - z a r
CONFRATE'RNO	c o n - f r a - t e r - n o
CONFRE'IRE	c o n - f r e i - r e
CONFRONTA'NTE	c o n - f r o n - t a n - t e
CONFRONTA'R	c o n - f r o n - t a r
CONFRO'NTE	c o n - f r o n - t e
CONFRO'NTO	c o n - f r o n - t o
CONFUCIONI'SMO	c o n - f u - c i o - n i s - m o
CONFUNDI'R	c o n - f u n - d i r
CONFU'SO	c o n - f u - s o
CONFUSÃ'O	c o n - f u - s ã o
CONFÚ'CIO	c o n - f ú - c i o
CO'NGA	c o n - g a
CONGELABILIDA'DE	c o n - g e - l a - b i - l i - d a - d e
CONGELADO'R	c o n - g e - l a - d o r
CONGELA'NTE	c o n - g e - l a n - t e
CONGELA'R	c o n - g e - l a r
CONGELATI'VO	c o n - g e - l a - t i - v o
CONGE'LO	c o n - g e - l o
CONGEMINA'NTE	c o n - g e - m i - n a n - t e
CONGEMINA'R	c o n - g e - m i - n a r
CONGEMINATI'VO	c o n - g e - m i - n a - t i - v o
CONGEMINÊ'NCIA	c o n - g e - m i - n ê n - c i a
CONGENERIDA'DE	c o n - g e - n e - r i - d a - d e
CONGENIA'L	c o n - g e - n i - a l
CONGENIALIDA'DE	c o n - g e - n i a - l i - d a - d e
CONGESTIONA'NTE	c o n - g e s - t i o - n a n - t e
CONGESTIONA'R	c o n - g e s - t i o - n a r
CONGESTI'VO	c o n - g e s - t i - v o
CONGESTÃ'O	c o n - g e s - t ã o
CONGLOBA'R	c o n - g l o - b a r
CONGLOMERA'DO	c o n - g l o - m e - r a - d o
CONGLOMERA'R	c o n - g l o - m e - r a r
CONGLOMERÁ'TICO	c o n - g l o - m e - r á - t i - c o
CONGLUMERATI'VO	c o n - g l u - m e - r a - t i - v o
CONGLUTINA'NTE	c o n - g l u - t i - n a n - t e
CONGLUTINA'R	c o n - g l u - t i - n a r
CONGLUTINATI'VO	c o n - g l u - t i - n a - t i - v o
CONGOLÊ'S	c o n - g o - l ê s
CONGRATULA'NTE	c o n - g r a - t u - l a n - t e
CONGRATULA'R	c o n - g r a - t u - l a r
CONGRATULATÓ'RIO	c o n - g r a - t u - l a - t ó - r i o
CONGREGACIONA'L	c o n - g r e - g a - c i o - n a l
CONGREGACIONI'STA	c o n - g r e - g a - c i o - n i s - t a
CONGREGA'DO	c o n - g r e - g a - d o
CONGREGA'NTE	c o n - g r e - g a n - t e
CONGREGA'R	c o n - g r e - g a r
CONGREGAÇÃ'O	c o n - g r e - g a - ç ã o
CONGRESSIONA'L	c o n - g r e - s s i o - n a l
CONGRESSI'STA	c o n - g r e - s s i s - t a
CONGRE'SSO	c o n - g r e - s s o
CO'NGRO	c o n - g r o
CONGRUE'NTE	c o n - g r u - e n - t e
CONGRUÊ'NCIA	c o n - g r u - ê n - c i a
CONGÉ'NERE	c o n - g é - n e - r e
CONGÉ'NITO	c o n - g é - n i - t o
CONHA'QUE	c o - n h a - q u e
CONHECEDO'R	c o - n h e - c e - d o r
CONHECE'R	c o - n h e - c e r
CONICIDA'DE	c o - n i - c i - d a - d e
CONIMBRICE'NSE	c o - n i m - b r i - c e n - s e
CONIMBRIGE'NSE	c o - n i m - b r i - g e n - s e
CONIVE'NTE	c o - n i - v e n - t e
CONIVÊ'NCIA	c o - n i - v ê n - c i a
CONJETU'RA	c o n - j e - t u - r a
CONJETURA'L	c o n - j e - t u - r a l
CONJETURA'R	c o n - j e - t u - r a r
CONJUGA'L	c o n - j u - g a l
CONJUGA'R	c o n - j u - g a r
CONJUGATI'VO	c o n - j u - g a - t i - v o
CONJUGICÍ'DIO	c o n - j u - g i - c í - d i o
CONJUNCIONA'L	c o n - j u n - c i o - n a l
CONJUNTA'R	c o n - j u n - t a r
CONJUNTI'VA	c o n - j u n - t i - v a
CONJUNTIVI'TE	c o n - j u n - t i - v i - t e
CONJUNTI'VO	c o n - j u n - t i - v o
CONJU'NTO	c o n - j u n - t o
CONJUNTU'RA	c o n - j u n - t u - r a
CONJUNTURA'L	c o n - j u n - t u - r a l
CONJUNÇÃ'O	c o n - j u n - ç ã o
CONJU'RA	c o n - j u - r a
CONJURA'NTE	c o n - j u - r a n - t e
CONJURA'R	c o n - j u - r a r
CONJURATÓ'RIO	c o n - j u - r a - t ó - r i o
CONJU'RO	c o n - j u - r o
CONLU'IO	c o n - l u i - o
CONNO'SCO	c o - n n o s - c o
CONOIDA'L	c o - n o i - d a l
CONO'IDE	c o - n o i - d e
CONOTA'R	c o - n o - t a r
CONOTATI'VO	c o - n o - t a - t i - v o
CONOTAÇÃ'O	c o - n o - t a - ç ã o
CONQUA'NTO	c o n - q u a n - t o
CONQUIFO'RME	c o n - q u i - f o r - m e
CONQUI'LHA	c o n - q u i - l h a
CONQUI'STA	c o n - q u i s - t a
CONQUISTADO'R	c o n - q u i s - t a - d o r
CONQUISTA'R	c o n - q u i s - t a r
CONQUÍ'FERO	c o n - q u í - f e - r o
CONSAGRADO'R	c o n - s a - g r a - d o r
CONSAGRA'NTE	c o n - s a - g r a n - t e
CONSAGRA'R	c o n - s a - g r a r
CONSANGUINIDA'DE	c o n - s a n - g u i - n i - d a - d e
CONSANGUÍ'NEO	c o n - s a n - g u í - n e o
CONSCIENCIALI'SMO	c o n s - c i - e n - c i a - l i s - m o
CONSCIENCIALIZA'R	c o n s - c i - e n - c i a - l i - z a r
CONSCIENCIO'SO	c o n s - c i - e n - c i - o - s o
CONSCIE'NTE	c o n s - c i - e n - t e
CONSCIÊ'NCIA	c o n s - c i - ê n - c i a
CONSECUTI'VO	c o n - s e - c u - t i - v o
CONSECUÇÃ'O	c o n - s e - c u - ç ã o
CONSEGUI'NTE	c o n - s e - g u i n - t e
CONSEGUI'R	c o n - s e - g u i r
CONSELHEIRA'L	c o n - s e - l h e i - r a l
CONSELHEIRI'SMO	c o n - s e - l h e i - r i s - m o
CONSELHE'IRO	c o n - s e - l h e i - r o
CONSELHEIRÁ'TICO	c o n - s e - l h e i - r á - t i - c o
CONSE'LHO	c o n - s e - l h o
CONSEMELHA'NÇA	c o n - s e - m e - l h a n - ç a
CONSENCIE'NTE	c o n - s e n - c i - e n - t e
CONSE'NSO	c o n - s e n - s o
CONSENSUA'L	c o n - s e n - s u - a l
CONSENSUALIZA'R	c o n - s e n - s u a - l i - z a r
CONSENTANEIDA'DE	c o n - s e n - t a - n e i - d a - d e
CONSENTI'R	c o n - s e n - t i r
CONSENTÂ'NEO	c o n - s e n - t â - n e o
CONSEQUENCIA'L	c o n - s e - q u e n - c i - a l
CONSEQUE'NTE	c o n - s e - q u e n - t e
CONSEQUÊ'NCIA	c o n - s e - q u ê n - c i a
CONSERTA'R	c o n - s e r - t a r
CONSE'RTO	c o n - s e r - t o
CONSE'RVA	c o n - s e r - v a
CONSERVABILIDA'DE	c o n - s e r - v a - b i - l i - d a - d e
CONSERVADO'R	c o n - s e r - v a - d o r
CONSERVADORI'SMO	c o n - s e r - v a - d o - r i s - m o
CONSERVA'NTE	c o n - s e r - v a n - t e
CONSERVANTI'SMO	c o n - s e r - v a n - t i s - m o
CONSERVA'R	c o n - s e r - v a r
CONSERVARI'A	c o n - s e r - v a - r i - a
CONSERVATI'VO	c o n - s e r - v a - t i - v o
CONSERVATÓ'RIA	c o n - s e r - v a - t ó - r i a
CONSERVATÓ'RIO	c o n - s e r - v a - t ó - r i o
CONSERVE'IRO	c o n - s e r - v e i - r o
CONSE'RVO	c o n - s e r - v o
CONSIDERA'NDO	c o n - s i - d e - r a n - d o
CONSIDERA'R	c o n - s i - d e - r a r
CONSIDERATI'VO	c o n - s i - d e - r a - t i - v o
CONSIDERAVELME'NTE	c o n - s i - d e - r a - v e l - m e n - t e
CONSIGNA'NTE	c o n - s i g - n a n - t e
CONSIGNA'R	c o n - s i g - n a r
CONSIGNATI'VO	c o n - s i g - n a - t i - v o
CONSIGNATÁ'RIO	c o n - s i g - n a - t á - r i o
CONSI'GO	c o n - s i - g o
CONSISTE'NTE	c o n - s i s - t e n - t e
CONSISTI'R	c o n - s i s - t i r
CONSISTORIA'L	c o n - s i s - t o - r i - a l
CONSISTÊ'NCIA	c o n - s i s - t ê n - c i a
CONSISTÓ'RIO	c o n - s i s - t ó - r i o
CONSOA'DA	c o n - s o - a - d a
CONSOA'NTE	c o n - s o - a n - t e
CONSOA'R	c o n - s o - a r
CONSOCIÁ'VEL	c o n - s o - c i - á - v e l
CONSO'GRA	c o n - s o - g r a
CONSO'LA	c o n - s o - l a
CONSOLADO'R	c o n - s o - l a - d o r
CONSOLA'R	c o n - s o - l a r
CONSOLATI'VO	c o n - s o - l a - t i - v o
CONSOLATÓ'RIO	c o n - s o - l a - t ó - r i o
CONSOLIDA'NTE	c o n - s o - l i - d a n - t e
CONSOLIDA'R	c o n - s o - l i - d a r
CONSOLIDATI'VO	c o n - s o - l i - d a - t i - v o
CONSO'LO	c o n - s o - l o
CONSONANTA'L	c o n - s o - n a n - t a l
CONSONA'NTE	c o n - s o - n a n - t e
CONSONANTI'SMO	c o n - s o - n a n - t i s - m o
CONSONANTIZA'R	c o n - s o - n a n - t i - z a r
CONSONA'R	c o n - s o - n a r
CONSONÂ'NCIA	c o n - s o - n â n - c i a
CONSONÂ'NTICO	c o n - s o - n â n - t i - c o
CONSORCIA'R	c o n - s o r - c i - a r
CONSO'RTE	c o n - s o r - t e
CONSPE'CTO	c o n s - p e c - t o
CONSPEÇÃ'O	c o n s - p e - ç ã o
CONSPICUIDA'DE	c o n s - p i - c u i - d a - d e
CONSPIRADO'R	c o n s - p i - r a - d o r
CONSPIRA'NTE	c o n s - p i - r a n - t e
CONSPIRA'R	c o n s - p i - r a r
CONSPIRATI'VO	c o n s - p i - r a - t i - v o
CONSPIRATÓ'RIO	c o n s - p i - r a - t ó - r i o
CONSPURCA'R	c o n s - p u r - c a r
CONSPÍ'CUO	c o n s - p í - c u o
CONSTA'NTE	c o n s - t a n - t e
CONSTANTINIA'NO	c o n s - t a n - t i - n i - a - n o
CONSTA'R	c o n s - t a r
CONSTATA'R	c o n s - t a - t a r
CONSTELA'R	c o n s - t e - l a r
CONSTERNADO'R	c o n s - t e r - n a - d o r
CONSTERNA'R	c o n s - t e r - n a r
CONSTIPA'R	c o n s - t i - p a r
CONSTIPATI'VO	c o n s - t i - p a - t i - v o
CONSTITUCIONA'L	c o n s - t i - t u - c i o - n a l
CONSTITUCIONALIDA'DE	c o n s - t i - t u - c i o - n a - l i - d a - d e
CONSTITUCIONALI'SMO	c o n s - t i - t u - c i o - n a - l i s - m o
CONSTITUCIONALI'STA	c o n s - t i - t u - c i o - n a - l i s - t a
CONSTITUCIONALIZA'R	c o n s - t i - t u - c i o - n a - l i - z a r
CONSTITUI'NTE	c o n s - t i - t u - i n - t e
CONSTITUI'R	c o n s - t i - t u - i r
CONSTITUIÇÃ'O	c o n s - t i - t u i - ç ã o
CONSTITUTI'VO	c o n s - t i - t u - t i - v o
CONSTRANGEDO'R	c o n s - t r a n - g e - d o r
CONSTRANGE'R	c o n s - t r a n - g e r
CONSTRINGE'NTE	c o n s - t r i n - g e n - t e
CONSTRINGI'R	c o n s - t r i n - g i r
CONSTRITI'VO	c o n s - t r i - t i - v o
CONSTRI'TO	c o n s - t r i - t o
CONSTRITO'R	c o n s - t r i - t o r
CONSTRIÇÃ'O	c o n s - t r i - ç ã o
CONSTRUI'R	c o n s - t r u - i r
CONSTRUTI'VO	c o n s - t r u - t i - v o
CONSTRUTO'R	c o n s - t r u - t o r
CONSTRUTU'RA	c o n s - t r u - t u - r a
CONSTRUÇÃ'O	c o n s - t r u - ç ã o
CONSTÂ'NCIA	c o n s - t â n - c i a
CONSUBSTANCIA'L	c o n - s u b s - t a n - c i - a l
CONSUBSTANCIALIDA'DE	c o n - s u b s - t a n - c i a - l i - d a - d e
CONSUBSTANCIA'R	c o n - s u b s - t a n - c i - a r
CONSUETUDINÁ'RIO	c o n - s u - e - t u - d i - n á - r i o
CONSULA'DO	c o n - s u - l a - d o
CONSULA'R	c o n - s u - l a r
CONSULE'NTE	c o n - s u - l e n - t e
CONSULE'SA	c o n - s u - l e - s a
CONSU'LTA	c o n - s u l - t a
CONSULTADORI'A	c o n - s u l - t a - d o - r i - a
CONSULTA'NTE	c o n - s u l - t a n - t e
CONSULTA'R	c o n - s u l - t a r
CONSULTI'VO	c o n - s u l - t i - v o
CONSULTO'R	c o n - s u l - t o r
CONSULTORI'A	c o n - s u l - t o - r i - a
CONSULTÓ'RIO	c o n - s u l - t ó - r i o
CONSUMA'R	c o n - s u - m a r
CONSUMI'R	c o n - s u - m i r
CONSUMI'SMO	c o n - s u - m i s - m o
CONSU'MO	c o n - s u - m o
CONSÍ'LIO	c o n - s í - l i o
CONSÓ'CIO	c o n - s ó - c i o
CONSÓ'RCIO	c o n - s ó r - c i o
CO'NTA	c o n - t a
CONTABILIDA'DE	c o n - t a - b i - l i - d a - d e
CONTABILI'STA	c o n - t a - b i - l i s - t a
CONTABILIZA'R	c o n - t a - b i - l i - z a r
CONTABILÍ'STICO	c o n - t a - b i - l í s - t i - c o
CONTACTA'R	c o n - t a c - t a r
CONTA'CTO	c o n - t a c - t o
CONTADO'R	c o n - t a - d o r
CONTADORI'A	c o n - t a - d o - r i - a
CONTA'GEM	c o n - t a - g e m
CONTAGIA'NTE	c o n - t a - g i - a n - t e
CONTAGIA'R	c o n - t a - g i - a r
CONTAGIONA'L	c o n - t a - g i o - n a l
CONTAGIOSIDA'DE	c o n - t a - g i o - s i - d a - d e
CONTAGIO'SO	c o n - t a - g i - o - s o
CONTAGIÃ'O	c o n - t a - g i - ã o
CONTAMINABILIDA'DE	c o n - t a - m i - n a - b i - l i - d a - d e
CONTAMINADO'R	c o n - t a - m i - n a - d o r
CONTAMINA'R	c o n - t a - m i - n a r
CONTAMINAÇÃ'O	c o n - t a - m i - n a - ç ã o
CONTA'NTO	c o n - t a n - t o
CONTA'R	c o n - t a r
CONTEMPLADO'R	c o n - t e m - p l a - d o r
CONTEMPLA'NTE	c o n - t e m - p l a n - t e
CONTEMPLA'R	c o n - t e m - p l a r
CONTEMPLATI'VA	c o n - t e m - p l a - t i - v a
CONTEMPLATIVIDA'DE	c o n - t e m - p l a - t i - v i - d a - d e
CONTEMPLATI'VO	c o n - t e m - p l a - t i - v o
CONTEMPORANEIDA'DE	c o n - t e m - p o - r a - n e i - d a - d e
CONTEMPORIZADO'R	c o n - t e m - p o - r i - z a - d o r
CONTEMPORIZA'NTE	c o n - t e m - p o - r i - z a n - t e
CONTEMPORIZA'R	c o n - t e m - p o - r i - z a r
CONTEMPORÂ'NEO	c o n - t e m - p o - r â - n e o
CONTENCIO'SO	c o n - t e n - c i - o - s o
CONTE'NDA	c o n - t e n - d a
CONTENDEDO'R	c o n - t e n - d e - d o r
CONTENDE'NTE	c o n - t e n - d e n - t e
CONTENDE'R	c o n - t e n - d e r
CONTENDO'R	c o n - t e n - d o r
CONTENSÃ'O	c o n - t e n - s ã o
CONTENTADI'ÇO	c o n - t e n - t a - d i - ç o
CONTENTA'R	c o n - t e n - t a r
CONTE'NTE	c o n - t e n - t e
CONTENTI'VO	c o n - t e n - t i - v o
CONTENTO'R	c o n - t e n - t o r
CONTENÇÃ'O	c o n - t e n - ç ã o
CONTE'R	c o n - t e r
CONTERRÂ'NEO	c o n - t e - r r â - n e o
CONTESTABILIDA'DE	c o n - t e s - t a - b i - l i - d a - d e
CONTESTADO'R	c o n - t e s - t a - d o r
CONTESTA'NTE	c o n - t e s - t a n - t e
CONTESTA'R	c o n - t e s - t a r
CONTESTATÁ'RIO	c o n - t e s - t a - t á - r i o
CONTE'STE	c o n - t e s - t e
CONTESTÁ'VEL	c o n - t e s - t á - v e l
CONTE'XTO	c o n - t e x - t o
CONTEXTUA'L	c o n - t e x - t u - a l
CONTEXTUALIZA'R	c o n - t e x - t u a - l i - z a r
CONTEXTUA'R	c o n - t e x - t u - a r
CONTEXTU'RA	c o n - t e x - t u - r a
CONTEÚ'DO	c o n - t e - ú - d o
CONTI'A	c o n - t i - a
CONTI'GO	c o n - t i - g o
CONTIGUAME'NTE	c o n - t i - g u a - m e n - t e
CONTIGUA'R	c o n - t i - g u a r
CONTIGUIDA'DE	c o n - t i - g u i - d a - d e
CONTINENTA'L	c o n - t i - n e n - t a l
CONTINENTALIDA'DE	c o n - t i - n e n - t a - l i - d a - d e
CONTINE'NTE	c o n - t i - n e n - t e
CONTINGENCIA'L	c o n - t i n - g e n - c i - a l
CONTINGE'NTE	c o n - t i n - g e n - t e
CONTINGENTI'SMO	c o n - t i n - g e n - t i s - m o
CONTINGÊ'NCIA	c o n - t i n - g ê n - c i a
CONTINUADO'R	c o n - t i - n u a - d o r
CONTINUAME'NTE	c o n - t i - n u a - m e n - t e
CONTINUA'R	c o n - t i - n u - a r
CONTINUATI'VO	c o n - t i - n u a - t i - v o
CONTINUIDA'DE	c o n - t i - n u i - d a - d e
CONTINÊ'NCIA	c o n - t i - n ê n - c i a
CO'NTO	c o n - t o
CONTORCE'R	c o n - t o r - c e r
CONTORCIONA'R	c o n - t o r - c i o - n a r
CONTORCIONI'SMO	c o n - t o r - c i o - n i s - m o
CONTORCIONI'STA	c o n - t o r - c i o - n i s - t a
CONTORNA'R	c o n - t o r - n a r
CONTORNEA'R	c o n - t o r - n e - a r
CONTO'RNO	c o n - t o r - n o
CONTORÇÃ'O	c o n - t o r - ç ã o
CO'NTRA	c o n - t r a
CONTRABAIXI'STA	c o n - t r a - b a i - x i s - t a
CONTRABA'IXO	c o n - t r a - b a i - x o
CONTRABALANÇA'R	c o n - t r a - b a - l a n - ç a r
CONTRABALUA'RTE	c o n - t r a - b a - l u - a r - t e
CONTRABA'NDA	c o n - t r a - b a n - d a
CONTRABANDEA'R	c o n - t r a - b a n - d e - a r
CONTRABANDI'SMO	c o n - t r a - b a n - d i s - m o
CONTRABANDI'STA	c o n - t r a - b a n - d i s - t a
CONTRABA'NDO	c o n - t r a - b a n - d o
CONTRABATE'R	c o n - t r a - b a - t e r
CONTRABATERI'A	c o n - t r a - b a - t e - r i - a
CONTRABO'RDO	c o n - t r a - b o r - d o
CONTRACAIXI'LHO	c o n - t r a - c a i - x i - l h o
CONTRACAMPA'NHA	c o n - t r a - c a m - p a - n h a
CONTRACA'NTO	c o n - t r a - c a n - t o
CONTRACA'PA	c o n - t r a - c a - p a
CONTRACARRI'L	c o n - t r a - c a - r r i l
CONTRACE'NA	c o n - t r a - c e - n a
CONTRACENA'R	c o n - t r a - c e - n a r
CONTRACETI'VO	c o n - t r a - c e - t i - v o
CONTRACEÇÃ'O	c o n - t r a - c e - ç ã o
CONTRACI'FRA	c o n - t r a - c i - f r a
CONTRACORRE'NTE	c o n - t r a - c o - r r e n - t e
CONTRACO'STA	c o n - t r a - c o s - t a
CONTRACTUA'L	c o n - t r a c - t u - a l
