A	a
CALHAU	k a L a u
CALHE	k a L i
CALHOADA	k a L o a d a
CALHOAR	k a L o a X
CALHORDA	k a L O R d a
CALIBRADOR	k a l i b r a d o X
CALIBRAGEM	k a l i b r a Z e~j~
CALIBRAR	k a l i b r a X
CALIBRE	k a l i b r i
CALICIDA	k a l i s i d a
CALICIFORME	k a l i s i f O R m i
CALIDOSCÓPIO	k a l i d o s k O p i u
CALIFA	k a l i f a
CALIFADO	k a l i f a d u
CALIFORNIANO	k a l i f o R n i a~ n u
CALIGINAR	k a l i Z i~ n a X
CALIGINOSO	k a l i Z i~ n o z u
CALIGRAFAR	k a l i g r a f a X
CALIGRAFIA	k a l i g r a f i a
CALINADA	k a l i~ n a d a
CALIÇO	k a l i s u
CALMA	k a w m a
CALMANTE	k a w m a~ tS i
CALMAR	k a w m a X
CALMARIA	k a w m a r i a
CALMEIRO	k a w m ej r u
CALMEIRÃO	k a w m e j r a~ w~
CALMO	k a w m u
CALMOSO	k a w m o z u
CALO	k a l u
CALOIRO	k a l o j r u
CALOR	k a l o X
CALORAÇA	k a l o r a s a
CALORENTO	k a l o r e~ t u
CALORESCÊNCIA	k a l o r e s e~ s i a
CALORIA	k a l o r i a
CALORICIDADE	k a l o r i s i d a dZ i
CALORIFICAR	k a l o r i f i k a X
CALOROSO	k a l o r o z u
CALORÃO	k a l o r a~ w~
CALORÍFERO	k a l o r i f e r u
CALORÍFICO	k a l o r i f i k u
CALORÍMETRO	k a l o r i m e t r u
CALOSIDADE	k a l o z i d a dZ i
CALOSO	k a l o z u
CALOTA	k a l O t a
CALOTE	k a l O tS i
CALOTEAR	k a l o t e a X
CALOTEIRO	k a l o t ej r u
CALUDA	k a l u d a
CALUNIADOR	k a l u~ n i a d o X
CALUNIAR	k a l u~ n i a X
CALUNIOSO	k a l u~ n i o z u
CALVAR	k a w v a X
CALVEZ	k a w v e js
CALVO	k a w v u
CALVÁRIO	k a w v a r i u
CALVÍCIE	k a w v i s i
CALÃO	k a l a~ w~
CALÇA	k a w s a
CALÇADA	k a w s a d a
CALÇADEIRA	k a w s a d ej r a
CALÇADO	k a w s a d u
CALÇADURA	k a w s a d u r a
CALÇAR	k a w s a X
CALÇAS	k a w s a js
CALÇO	k a w s u
CALÇOTAS	k a w s O t a js
CALÇUDO	k a w s u d u
CALÇÃO	k a w s a~ w~
CALÍCULO	k a l i k u l u
CALÍGRAFO	k a l i g r a f u
CALÓRICO	k a l O r i k u
CALÚNIA	k a l u n i a
CAMA	k a~ m a
CAMADA	k a m a d a
CAMALEÃO	k a m a l e a~ w~
CAMARADA	k a m a r a d a
CAMARADAGEM	k a m a r a d a Z e~j~
CAMARADÃO	k a m a r a d a~ w~
CAMARATA	k a m a r a t a
CAMAREIRA	k a m a r ej r a
CAMAREIRO	k a m a r ej r u
CAMARILHA	k a m a r i L a
CAMARIM	k a m a r i~
CAMAROEIRO	k a m a r o ej r u
CAMARONÊS	k a m a r o n e js
CAMAROTE	k a m a r O tS i
CAMAROTEIRO	k a m a r o t ej r u
CAMARTELO	k a m a X t E l u
CAMARÁRIO	k a m a r a r i u
CAMARÃO	k a m a r a~ w~
CAMBADA	k a~ b a d a
CAMBALEANTE	k a~ b a l e a~ tS i
CAMBALEAR	k a~ b a l e a X
CAMBALEIO	k a~ b a l ej u
CAMBALHOTA	k a~ b a L O t a
CAMBALHOTAR	k a~ b a L o t a X
CAMBIAL	k a~ b i a w
CAMBIANTE	k a~ b i a~ tS i
CAMBIAR	k a~ b i a X
CAMBISMO	k a~ b i z m u
CAMBISTA	k a~ b i s t a
CAMBOJANO	k a~ b o Z a~ n u
CAMBOTA	k a~ b O t a
CAMBRAS	k a~ b r a js
CAMBRIANO	k a~ b r i a~ n u
CAMELEIRO	k a m e l ej r u
CAMELEÃO	k a m e l e a~ w~
CAMELIFORME	k a m e l i f O R m i
CAMELINO	k a m e l i~ n u
CAMELO	k a m e l u
CAMILIANA	k a m i l i a~ n a
CAMILIANO	k a m i l i a~ n u
CAMINHADA	k a m i~ J a d a
CAMINHANTE	k a m i~ J a~ tS i
CAMINHAR	k a m i~ J a X
CAMINHEIRO	k a m i~ J ej r u
CAMINHENSE	k a m i~ J e~ s i
CAMINHETA	k a m i~ J e t a
CAMINHO	k a m i~ J u
CAMINHOS	k a m i~ J u s
CAMINHÃO	k a m i~ J a~ w~
CAMIONAGEM	k a m i o n a Z e~j~
CAMIONETA	k a m i o n e t a
CAMIONETE	k a m i o n E tS i
CAMIONISTA	k a m i o n i s t a
CAMISA	k a m i z a
CAMISARIA	k a m i z a r i a
CAMISEIRA	k a m i z ej r a
CAMISEIRO	k a m i z ej r u
CAMISETA	k a m i z e t a
CAMISINHA	k a m i z i~ J a
CAMISOLA	k a m i z O l a
CAMISOLEIRO	k a m i z o l ej r u
CAMISOTE	k a m i z O tS i
CAMISÃO	k a m i z a~ w~
CAMIÃO	k a m i a~ w~
CAMOECA	k a m o E k a
CAMOMILA	k a m o m i l a
CAMONIANA	k a m o n i a~ n a
CAMONIANO	k a m o n i a~ n u
CAMPA	k a~ p a
CAMPAINHA	k a~ p a i~ J a
CAMPAINHADA	k a~ p a i~ J a d a
CAMPAINHEIRO	k a~ p a i~ J ej r u
CAMPAL	k a~ p a w
CAMPANA	k a~ p a~ n a
CAMPANHA	k a~ p a~ J a
CAMPANUDO	k a~ p a n u d u
CAMPANULADO	k a~ p a n u l a d u
CAMPANÁRIO	k a~ p a n a r i u
CAMPANÓLOGO	k a~ p a n O l o g u
CAMPEONATO	k a~ p e o n a t u
CAMPESINO	k a~ p e z i~ n u
CAMPESTRE	k a~ p E s t r i
CAMPEÃO	k a~ p e a~ w~
CAMPINA	k a~ p i~ n a
CAMPINO	k a~ p i~ n u
CAMPO	k a~ p u
CAMPOMAIORENSE	k a~ p o m a j o r e~ s i
CAMPONÊS	k a~ p o n e js
CAMPÂNULA	k a~ p a~ n u l a
CAMPÔNIO	k a~ p o n i u
CAMUFLAGEM	k a m u f l a Z e~j~
CAMUFLAR	k a m u f l a X
CAMURCINA	k a m u X s i~ n a
CAMURÇA	k a m u X s a
CAMURÇAR	k a m u X s a X
CAMÉLIA	k a m E l i a
CANA	k a~ n a
CANADA	k a n a d a
CANADENSE	k a n a d e~ s i
CANADIANA	k a n a dZ i a~ n a
CANADIANO	k a n a dZ i a~ n u
CANAL	k a n a w
CANALHA	k a n a L a
CANALHADA	k a n a L a d a
CANALHISMO	k a n a L i z m u
CANALIFORME	k a n a l i f O R m i
CANALIZADOR	k a n a l i z a d o X
CANALIZAR	k a n a l i z a X
CANALÍFERO	k a n a l i f e r u
CANANEU	k a n a n e u
CANAPÉ	k a n a p E
CANARINHO	k a n a r i~ J u
CANASTRA	k a n a s t r a
CANASTRADA	k a n a s t r a d a
CANASTRADO	k a n a s t r a d u
CANASTRO	k a n a s t r u
CANASTRÃO	k a n a s t r a~ w~
CANAVIAL	k a n a v i a w
CANAVÊS	k a n a v e js
CANCELA	k a~ s E l a
CANCELADA	k a~ s e l a d a
CANCELADURA	k a~ s e l a d u r a
CANCELAR	k a~ s e l a X
CANCELO	k a~ s E l u
CANCERAR	k a~ s e r a X
CANCERIFORME	k a~ s e r i f O R m i
CANCERIZAR	k a~ s e r i z a X
CANCEROSO	k a~ s e r o z u
CANCERÍGENO	k a~ s e r i Z e n u
CANCIONEIRO	k a~ s i o n ej r u
CANCIONISTA	k a~ s i o n i s t a
CANCRO	k a~ k r u
CANDEEIRO	k a~ d e ej r u
CANDEIA	k a~ d ej a
CANDEIO	k a~ d ej u
CANDELABRO	k a~ d e l a b r u
CANDELÁRIA	k a~ d e l a r i a
CANDENTE	k a~ d e~ tS i
CANDIDAMENTE	k a~ dZ i d a m e~ tS i
CANDIDATAR	k a~ dZ i d a t a X
CANDIDATO	k a~ dZ i d a t u
CANDIDATURA	k a~ dZ i d a t u r a
CANDONGA	k a~ d o~ g a
CANDONGAR	k a~ d o~ g a X
CANDONGUEIRO	k a~ d o~ g ej r u
CANDOR	k a~ d o X
CANDURA	k a~ d u r a
CANECA	k a n E k a
CANECADA	k a n e k a d a
CANECO	k a n E k u
CANEIRO	k a n ej r u
CANELA	k a n E l a
CANELADA	k a n e l a d a
CANELADURA	k a n e l a d u r a
CANELAR	k a n e l a X
CANELEIRA	k a n e l ej r a
CANELEIRO	k a n e l ej r u
CANELINA	k a n e l i~ n a
CANETA	k a n e t a
CANFORAR	k a~ f o r a X
CANFOREIRA	k a~ f o r ej r a
CANGACEIRO	k a~ g a s ej r u
CANGALHADA	k a~ g a L a d a
CANGALHEIRAS	k a~ g a L ej r a js
CANGALHEIRO	k a~ g a L ej r u
CANGURU	k a~ g u r u
CANHEIRO	k a J ej r u
CANHONADA	k a J o n a d a
CANHONAR	k a J o n a X
CANHONAÇO	k a J o n a s u
CANHONEAR	k a J o n e a X
CANHONEIRA	k a J o n ej r a
CANHONEIRO	k a J o n ej r u
CANHOTA	k a J O t a
CANHOTO	k a J o t u
CANHÃO	k a J a~ w~
CANIBAL	k a n i b a w
CANIBALESCO	k a n i b a l e s k u
CANIBALIZAR	k a n i b a l i z a X
CANICULTURA	k a n i k u w t u r a
CANIL	k a n i w
CANINO	k a n i~ n u
CANIVETADA	k a n i v e t a d a
CANIVETE	k a n i v E tS i
CANIVETEIRO	k a n i v e t ej r u
CANIÇA	k a n i s a
CANIÇADA	k a n i s a d a
CANIÇADO	k a n i s a d u
CANIÇAL	k a n i s a w
CANIÇALHA	k a n i s a L a
CANIÇO	k a n i s u
CANJA	k a~ Z a
CANO	k a~ n u
CANOA	k a n o a
CANOAGEM	k a n o a Z e~j~
CANOEIRO	k a n o ej r u
CANONICAL	k a n o n i k a w
CANONICIDADE	k a n o n i s i d a dZ i
CANONISTA	k a n o n i s t a
CANONIZAR	k a n o n i z a X
CANORO	k a n O r u
CANSAR	k a~ s a X
CANSATIVO	k a~ s a tS i v u
CANSAÇO	k a~ s a s u
CANSEIRA	k a~ s ej r a
CANSEIROSO	k a~ s e j r o z u
CANTADEIRA	k a~ t a d ej r a
CANTADELA	k a~ t a d E l a
CANTADOIRA	k a~ t a d o j r a
CANTADOR	k a~ t a d o X
CANTADOURA	k a~ t a d ow r a
CANTANTE	k a~ t a~ tS i
CANTAR	k a~ t a X
CANTAREJAR	k a~ t a r e Z a X
CANTAREJO	k a~ t a r e Z u
CANTAROLA	k a~ t a r O l a
CANTAROLAR	k a~ t a r o l a X
CANTATA	k a~ t a t a
CANTEIRO	k a~ t ej r u
CANTIGA	k a~ tS i g a
CANTIL	k a~ tS i w
CANTILENA	k a~ tS i l e~ n a
CANTINA	k a~ tS i~ n a
CANTO	k a~ t u
CANTONAL	k a~ t o n a w
CANTONEIRA	k a~ t o n ej r a
CANTONEIRO	k a~ t o n ej r u
CANTOR	k a~ t o X
CANTORIA	k a~ t o r i a
CANTÁBRICO	k a~ t a b r i k u
CANTÃO	k a~ t a~ w~
CANUDO	k a n u d u
CANZARRÃO	k a~ z a R a~ w~
CANZEIRO	k a~ z ej r u
CANZIL	k a~ z i w
CANZOADA	k a~ z o a d a
CANZOAL	k a~ z o a w
CANÁRIO	k a n a r i u
CANÇONETA	k a~ s o n e t a
CANÇÃO	k a~ s a~ w~
CANÍCULA	k a n i k u l a
CANÔNICO	k a n o n i k u
CAOS	k a w s
CAOTIZAR	k a w tS i z a X
CAPA	k a p a
CAPACETE	k a p a s e tS i
CAPACHEIRO	k a p a S ej r u
CAPACHO	k a p a S u
CAPACIDADE	k a p a s i d a dZ i
CAPACITAR	k a p a s i t a X
CAPACITIVO	k a p a s i tS i v u
CAPADA	k a p a d a
CAPADEIRA	k a p a d ej r a
CAPADO	k a p a d u
CAPADOR	k a p a d o X
CAPADURA	k a p a d u r a
CAPANGA	k a p a~ g a
CAPAR	k a p a X
CAPATAZ	k a p a t a js
CAPAZ	k a p a js
CAPEAR	k a p e a X
CAPELA	k a p E l a
CAPELADA	k a p e l a d a
CAPELEIRA	k a p e l ej r a
CAPELISTA	k a p e l i s t a
CAPELO	k a p e l u
CAPELÃO	k a p e l a~ w~
CAPICUA	k a p i k u a
CAPILAR	k a p i l a X
CAPILARIDADE	k a p i l a r i d a dZ i
CAPILIFORME	k a p i l i f O R m i
CAPILOTA	k a p i l O t a
CAPILÁCEO	k a p i l a s e u
CAPIM	k a p i~
CAPINA	k a p i~ n a
CAPINAR	k a p i~ n a X
CAPINHA	k a p i~ J a
CAPITADO	k a p i t a d u
CAPITAL	k a p i t a w
CAPITALIZAR	k a p i t a l i z a X
CAPITANEAR	k a p i t a n e a X
CAPITANIA	k a p i t a n i a
CAPITAÇÃO	k a p i t a s a~ w~
CAPITEL	k a p i t E w
CAPITOA	k a p i t o a
CAPITULANTE	k a p i t u l a~ tS i
CAPITULAR	k a p i t u l a X
CAPITÂNIA	k a p i t a~ n i a
CAPITÃO	k a p i t a~ w~
CAPITÓLIO	k a p i t O l i u
CAPOEIRA	k a p o ej r a
CAPOEIRO	k a p o ej r u
CAPOTA	k a p O t a
CAPOTAR	k a p o t a X
CAPOTE	k a p O tS i
CAPOTEAR	k a p o t e a X
CAPOTEIRA	k a p o t ej r a
CAPOTILHO	k a p o tS i L u
CAPRICHAR	k a p r i S a X
CAPRICHO	k a p r i S u
CAPRICHOSO	k a p r i S o z u
CAPRICÓRNIO	k a p r i k O R n i u
CAPRINO	k a p r i~ n u
CAPRÍNEOS	k a p r i n e u s
CAPSULAR	k a p s u l a X
CAPSULÍFERO	k a p s u l i f e r u
CAPTADOR	k a p t a d o X
CAPTAR	k a p t a X
CAPTOR	k a p t o X
CAPTURA	k a p t u r a
CAPTURADOR	k a p t u r a d o X
CAPTURAR	k a p t u r a X
CAPUCHA	k a p u S a
CAPUCHAR	k a p u S a X
CAPUCHINHA	k a p u S i~ J a
CAPUCHINHO	k a p u S i~ J u
CAPUCHO	k a p u S u
CAPUZ	k a p u js
CAPÃO	k a p a~ w~
CAPÍTULO	k a p i t u l u
CAQUEIRADA	k a k e j r a d a
CAQUI	k a k i
CAQUÉTICO	k a k E tS i k u
CARA	k a r a
CARABINA	k a r a b i~ n a
CARABINADA	k a r a b i~ n a d a
CARABINEIRO	k a r a b i~ n ej r u
CARACARÁ	k a r a k a r a
CARACOL	k a r a k O w
CARACOLAR	k a r a k o l a X
CARACTERE	k a r a k t E r i
CARACTERES	k a r a k t E r i s
CARACTERIAL	k a r a k t e r i a w
CARACTERIZANTE	k a r a k t e r i z a~ tS i
CARACTERIZAR	k a r a k t e r i z a X
CARACTERIZAÇÃO	k a r a k t e r i z a s a~ w~
CARACTEROLOGIA	k a r a k t e r o l o Z i a
CARACTERÍSTICA	k a r a k t e r i s tS i k a
CARACTERÍSTICO	k a r a k t e r i s tS i k u
CARAGO	k a r a g u
CARAMBA	k a r a~ b a
CARAMBOLA	k a r a~ b O l a
CARAMBOLAR	k a r a~ b o l a X
CARAMELIZAR	k a r a m e l i z a X
CARAMELO	k a r a m E l u
CARAMUJO	k a r a m u Z u
CARAMULANO	k a r a m u l a~ n u
CARAMULEIRO	k a r a m u l ej r u
CARANGUEJEIRO	k a r a~ g e Z ej r u
CARANGUEJO	k a r a~ g e Z u
CARANGUEJOLA	k a r a~ g e Z O l a
CARANTONHA	k a r a~ t o~ J a
CARAPAU	k a r a p a u
CARAPAÇA	k a r a p a s a
CARAPETA	k a r a p e t a
CARAPETEIRO	k a r a p e t ej r u
CARAPETÃO	k a r a p e t a~ w~
CARAPINHA	k a r a p i~ J a
CARAPINHO	k a r a p i~ J u
CARAPINHUDO	k a r a p i~ J u d u
CARAPUCEIRO	k a r a p u s ej r u
CARAPUÇA	k a r a p u s a
CARAPUÇO	k a r a p u s u
CARAPUÇÃO	k a r a p u s a~ w~
CARAVANA	k a r a v a~ n a
CARAVELA	k a r a v E l a
CARAVELEIRO	k a r a v e l ej r u
CARAÇA	k a r a s a
CARAÍBA	k a r a i b a
CARBONADO	k a R b o n a d u
CARBONATO	k a R b o n a t u
CARBONETO	k a R b o n e t u
CARBONITE	k a R b o n i tS i
CARBONIZAR	k a R b o n i z a X
CARBONO	k a R b o~ n u
CARBONOSO	k a R b o n o z u
CARBONÍFERO	k a R b o n i f e r u
CARBOXÍLICO	k a R b o k s i l i k u
CARBURADOR	k a R b u r a d o X
CARBURANTE	k a R b u r a~ tS i
CARBURAR	k a R b u r a X
CARBÓNEO	k a R b O n e u
CARBÔNICO	k a R b o n i k u
CARCAVELENSE	k a X k a v e l e~ s i
CARCAÇA	k a X k a s a
CARCEREIRO	k a X s e r ej r u
CARCERÁRIO	k a X s e r a r i u
CARCINOMA	k a X s i~ n o~ m a
CARDAR	k a R d a X
CARDEAL	k a R d e a w
CARDINAL	k a R dZ i~ n a w
CARDIOLOGIA	k a R dZ i o l o Z i a
CARDIOPATIA	k a R dZ i o p a tS i a
CARDIOSCOPIA	k a R dZ i o s k o p i a
CARDIOSCÓPIO	k a R dZ i o s k O p i u
CARDIOVASCULAR	k a R dZ i o v a s k u l a X
CARDIOVERSOR	k a R dZ i o v e X s o X
CARDIOVERSÃO	k a R dZ i o v e X s a~ w~
CARDO	k a R d u
CARDUME	k a R d u~ m i
CARDÁPIO	k a R d a p i u
CARDÍACO	k a R dZ i a k u
CARECA	k a r E k a
CARECENTE	k a r e s e~ tS i
CARECER	k a r e s e X
CAREIRO	k a r ej r u
CARENA	k a r e~ n a
CARENCIADO	k a r e~ s i a d u
CARENTE	k a r e~ tS i
CARESTIA	k a r e s tS i a
CARETA	k a r e t a
CARETEIRO	k a r e t ej r u
CARETO	k a r e t u
CAREZA	k a r e z a
CARGA	k a R g a
CARGAS	k a R g a js
CARGO	k a R g u
CARGUEIRO	k a R g ej r u
CARIAR	k a r i a X
CARICATO	k a r i k a t u
CARICATURA	k a r i k a t u r a
CARICATURAL	k a r i k a t u r a w
CARICATURAR	k a r i k a t u r a X
CARICIAR	k a r i s i a X
CARICIOSO	k a r i s i o z u
CARIDADE	k a r i d a dZ i
CARIDOSO	k a r i d o z u
CARIL	k a r i w
CARIMBADOR	k a r i~ b a d o X
CARIMBAGEM	k a r i~ b a Z e~j~
CARIMBAR	k a r i~ b a X
CARIMBO	k a r i~ b u
CARINHO	k a r i~ J u
CARINHOSO	k a r i~ J o z u
CARIOCA	k a r i O k a
CARIOSO	k a r i o z u
CARISMA	k a r i z m a
CARISMÁTICO	k a r i z m a tS i k u
CARITATIVO	k a r i t a tS i v u
CARIZ	k a r i js
CARIÓTIPO	k a r i O tS i p u
CARLINGA	k a R l i~ g a
CARLISTA	k a R l i s t a
CARMELITA	k a R m e l i t a
CARMELITANO	k a R m e l i t a~ n u
CARMESIM	k a R m e z i~
CARMIM	k a R m i~
CARMINA	k a R m i~ n a
CARNADURA	k a R n a d u r a
CARNAGEM	k a R n a Z e~j~
CARNAL	k a R n a w
CARNALIDADE	k a R n a l i d a dZ i
CARNALIZAR	k a R n a l i z a X
CARNAVALESCO	k a R n a v a l e s k u
CARNAÇA	k a R n a s a
CARNAÇÃO	k a R n a s a~ w~
CARNE	k a R n i
CARNEIRA	k a R n ej r a
CARNEIRADA	k a R n e j r a d a
CARNEIREIRO	k a R n e j r ej r u
CARNEIRO	k a R n ej r u
CARNICEIRO	k a R n i s ej r u
CARNICENTO	k a R n i s e~ t u
CARNIFAZER	k a R n i f a z e X
CARNIFICAR	k a R n i f i k a X
CARNIFICINA	k a R n i f i s i~ n a
CARNIFORME	k a R n i f O R m i
CARNISMO	k a R n i z m u
CARNIVORISMO	k a R n i v o r i z m u
CARNIÇA	k a R n i s a
CARNIÇAL	k a R n i s a w
CARNIÇARIA	k a R n i s a r i a
CARNOSIDADE	k a R n o z i d a dZ i
CARNOSO	k a R n o z u
CARNUDO	k a R n u d u
CARNÍFICE	k a R n i f i s i
CARNÍVORO	k a R n i v o r u
CARO	k a r u
CAROCHA	k a r O S a
CAROCHINHA	k a r O S i~ J a
CAROLA	k a r O l a
CAROLINO	k a r o l i~ n u
CAROLISMO	k a r o l i z m u
CAROLÍNGIO	k a r o l i~ Z i u
CAROÇAME	k a r o s a~ m i
CAROÇO	k a r o s u
CAROÇUDO	k a r o s u d u
CARPA	k a X p a
CARPELA	k a X p E l a
CARPELO	k a X p E l u
CARPETE	k a X p E tS i
CARPIDEIRA	k a X p i d ej r a
CARPIDO	k a X p i d u
CARPIDURA	k a X p i d u r a
CARPINTARIA	k a X p i~ t a r i a
CARPINTEIRAR	k a X p i~ t e j r a X
CARPINTEIRO	k a X p i~ t ej r u
CARPIR	k a X p i X
CARQUEJA	k a X k e Z a
CARRADA	k a R a d a
CARRANCA	k a R a~ k a
CARRANCUDO	k a R a~ k u d u
CARRAPATO	k a R a p a t u
CARRAPICHO	k a R a p i S u
CARRAPITAS	k a R a p i t a js
CARRASCO	k a R a s k u
CARRASCÃO	k a R a s k a~ w~
CARRAÇA	k a R a s a
CARRAÇARIA	k a R a s a r i a
CARREAR	k a R e a X
CARREGADEIRA	k a R e g a d ej r a
CARREGADOR	k a R e g a d o X
CARREGAR	k a R e g a X
CARREGO	k a R E g u
CARREIRA	k a R ej r a
CARREIRO	k a R ej r u
CARRETA	k a R e t a
CARRETE	k a R e tS i
CARRETEAR	k a R e t e a X
CARRETEIRO	k a R e t ej r u
CARRETEL	k a R e t E w
CARRETO	k a R e t u
CARRIL	k a R i w
CARRILAR	k a R i l a X
CARRILHONAR	k a R i L o n a X
CARRILHÃO	k a R i L a~ w~
CARRINHA	k a R i~ J a
CARRIPANA	k a R i p a~ n a
CARRIÇA	k a R i s a
CARRIÇAL	k a R i s a w
CARRIÇO	k a R i s u
CARRO	k a R u
CARROCEIRO	k a R o s ej r u
CARROS	k a R u s
CARROSSEL	k a R o s E w
CARROÇA	k a R O s a
CARROÇADA	k a R o s a d a
CARROÇAR	k a R o s a X
CARROÇARIA	k a R o s a r i a
CARROÇÃO	k a R o s a~ w~
CARRUAGEM	k a R u a Z e~j~
CARRÃO	k a R a~ w~
CARTA	k a X t a
CARTADA	k a X t a d a
CARTAGINENSE	k a X t a Z i~ n e~ s i
CARTAGINÊS	k a X t a Z i~ n e js
CARTAXEIRO	k a X t a S ej r u
CARTAXENSE	k a X t a S e~ s i
CARTAZ	k a X t a js
CARTEIRA	k a X t ej r a
CARTEIRO	k a X t ej r u
CARTEL	k a X t E w
CARTELA	k a X t E l a
CARTESIANISMO	k a X t e z i a n i z m u
CARTESIANO	k a X t e z i a~ n u
CARTILAGEM	k a X tS i l a Z e~j~
CARTILAGINOSO	k a X tS i l a Z i~ n o z u
CARTILAGÍNEO	k a X tS i l a Z i n e u
CARTILHA	k a X tS i L a
CARTOGRAFAR	k a X t o g r a f a X
CARTOGRAFIA	k a X t o g r a f i a
CARTOLA	k a X t O l a
CARTOLADA	k a X t o l a d a
CARTOLAÇO	k a X t o l a s u
CARTOLINA	k a X t o l i~ n a
CARTOMANCIA	k a X t o m a~ s i a
CARTOMANTE	k a X t o m a~ tS i
CARTONAGEIRO	k a X t o n a Z e j r u
CARTONAGEM	k a X t o n a Z e~j~
CARTOONISTA	k a X t o o n i s t a
CARTORÁRIO	k a X t o r a r i u
CARTUCHEIRA	k a X t u S ej r a
CARTUCHEIRO	k a X t u S ej r u
CARTUCHO	k a X t u S u
CARTUNE	k a X t u~ n i
CARTUNISTA	k a X t u~ n i s t a
CARTUXO	k a X t u S u
CARTÃO	k a X t a~ w~
CARTÓRIO	k a X t O r i u
CARTÕES	k a X t o~ j~ s
CARUJA	k a r u Z a
CARUJAR	k a r u Z a X
CARUJEIRO	k a r u Z ej r u
CARUMA	k a r u~ m a
CARUMEIRA	k a r u~ m ej r a
CARUNCHAR	k a r u~ S a X
CARUNCHENTO	k a r u~ S e~ t u
CARUNCHO	k a r u~ S u
CARUNCHOSO	k a r u~ S o z u
CARVALHAL	k a R v a L a w
CARVALHEIRA	k a R v a L ej r a
CARVALHO	k a R v a L u
CARVOARIA	k a R v o a r i a
CARVOEIRA	k a R v o ej r a
CARVOEIRO	k a R v o ej r u
CARVOEJAR	k a R v o e Z a X
CARVOENTO	k a R v o e~ t u
CARVÃO	k a R v a~ w~
CARÁCTER	k a r a k t E X
CARÁTER	k a r a t e X
CARÃO	k a r a~ w~
CARÊNCIA	k a r e~ s i a
CARÍCIA	k a r i s i a
CARÓTIDA	k a r O tS i d a
CARÓTIDE	k a r O tS i dZ i
CASA	k a z a
CASACA	k a z a k a
CASACO	k a z a k u
CASACÃO	k a z a k a~ w~
CASADEIRO	k a z a d ej r u
CASADO	k a z a d u
CASADOIRO	k a z a d o j r u
CASADOS	k a z a d u s
CASADOURO	k a z a d ow r u
CASAL	k a z a w
CASALAR	k a z a l a X
CASALEIRO	k a z a l ej r u
CASAMENTAR	k a z a m e~ t a X
CASAMENTEIRO	k a z a m e~ t ej r u
CASAR	k a z a X
CASAREDO	k a z a r e d u
CASARIA	k a z a r i a
CASARIO	k a z a r i u
CASARÃO	k a z a r a~ w~
CASCA	k a s k a
CASCALHADA	k a s k a L a d a
CASCALHAR	k a s k a L a X
CASCALHEIRA	k a s k a L ej r a
CASCALHENTO	k a s k a L e~ t u
CASCALHO	k a s k a L u
CASCALHOSO	k a s k a L o z u
CASCALHUDO	k a s k a L u d u
CASCAR	k a s k a X
CASCARIA	k a s k a r i a
CASCARRÃO	k a s k a R a~ w~
CASCATA	k a s k a t a
CASCATEAR	k a s k a t e a X
CASCAVEL	k a s k a v E w
CASCO	k a s k u
CASCOSO	k a s k o z u
CASCUDO	k a s k u d u
CASCÃO	k a s k a~ w~
CASEBRE	k a z E b r i
CASEIRA	k a z ej r a
CASEIRO	k a z ej r u
CASERNA	k a z E R n a
CASERNEIRAL	k a z e R n e j r a w
CASERNEIRO	k a z e R n ej r u
CASEÍNA	k a z e i n a
CASEÍNICO	k a z e i n i k u
CASIMIRA	k a z i~ m i r a
CASINHA	k a z i~ J a
CASINHOLA	k a z i~ J O l a
CASINHOLO	k a z i~ J o l u
CASINHOTA	k a z i~ J O t a
CASINHOTO	k a z i~ J o t u
CASINO	k a z i~ n u
CASMURRADA	k a z m u R a d a
CASMURRAL	k a z m u R a w
CASMURRO	k a z m u R u
CASO	k a z u
CASOTA	k a z O t a
CASOTO	k a z o t u
CASPA	k a s p a
CASPOSO	k a s p o z u
CASQUEIRA	k a s k ej r a
CASQUEIRO	k a s k ej r u
CASQUENTO	k a s k e~ t u
CASQUILHA	k a s k i L a
CASQUILHADA	k a s k i L a d a
CASQUILHAR	k a s k i L a X
CASQUILHARIA	k a s k i L a r i a
CASQUILHO	k a s k i L u
CASQUINHA	k a s k i~ J a
CASQUINHEIRO	k a s k i~ J ej r u
CASSETE	k a s e tS i
CASSETETE	k a s e t E tS i
CASTA	k a s t a
CASTANHA	k a s t a~ J a
CASTANHAL	k a s t a J a w
CASTANHEDO	k a s t a J e d u
CASTANHEIRA	k a s t a J ej r a
CASTANHEIRO	k a s t a J ej r u
CASTANHO	k a s t a~ J u
CASTANHOLAR	k a s t a J o l a X
CASTANHOLAS	k a s t a J O l a js
CASTANHOSO	k a s t a J o z u
CASTELANIA	k a s t e l a n i a
CASTELEIRO	k a s t e l ej r u
CASTELHANISMO	k a s t e L a n i z m u
CASTELHANIZAR	k a s t e L a n i z a X
CASTELHANO	k a s t e L a~ n u
CASTELO	k a s t E l u
CASTELÃ	k a s t e l a~
CASTELÃO	k a s t e l a~ w~
CASTELÓRIO	k a s t e l O r i u
CASTICIDADE	k a s tS i s i d a dZ i
CASTICISMO	k a s tS i s i z m u
CASTIDADE	k a s tS i d a dZ i
CASTIFICAR	k a s tS i f i k a X
CASTIGADOR	k a s tS i g a d o X
CASTIGAR	k a s tS i g a X
CASTIGO	k a s tS i g u
CASTIGUEIRA	k a s tS i g ej r a
CASTIÇAL	k a s tS i s a w
