A	a
APÓFISE	a p ó ' f i s e
APÓLICE	a p ó ' l i c e
APÓS	a p ó ' s
APÓSTATA	a p ó ' s t a t a
APÓSTOLO	a p ó ' s t o l o
APÓSTROFE	a p ó ' s t r o f e
APÓSTROFO	a p ó ' s t r o f o
APÓTESE	a p ó ' t e s e
APÚLIO	a p ú ' l i o
AQUADRELAR	a q u a d r e l a ' r
AQUADRILHAR	a q u a d r i l h a ' r
AQUANDO	a q u a ' n d o
AQUARTELAR	a q u a r t e l a ' r
AQUARTILHAR	a q u a r t i l h a ' r
AQUECEDOR	a q u e c e d o ' r
AQUECER	a q u e c e ' r
AQUECIMENTO	a q u e c i m e ' n t o
AQUEDUTO	a q u e d u ' t o
AQUELE	a q u e ' l e
AQUENTAR	a q u e n t a ' r
AQUI	a q u i '
AQUIESCER	a q u i e s c e ' r
AQUIETADOR	a q u i e t a d o ' r
AQUIETAR	a q u i e t a ' r
AQUILATAR	a q u i l a t a ' r
AQUILHADO	a q u i l h a ' d o
AQUILO	a q u i ' l o
AQUINHOAR	a q u i n h o a ' r
AQUISITIVIDADE	a q u i s i t i v i d a ' d e
AQUISITIVO	a q u i s i t i ' v o
AQUISIÇÃO	a q u i s i ç ã ' o
AQUOSIDADE	a q u o s i d a ' d e
AQUOSO	a q u o ' s o
AQUÁRIO	a q u á ' r i o
AQUÁTICO	a q u á ' t i c o
AQUÉM	a q u é ' m
AQUÍFERO	a q u í ' f e r o
AR	a r
ARABESCO	a r a b e ' s c o
ARABISMO	a r a b i ' s m o
ARABISTA	a r a b i ' s t a
ARABIZAR	a r a b i z a ' r
ARACNISMO	a r a c n i ' s m o
ARACNOFILIA	a r a c n o f i l i ' a
ARACNOIDE	a r a c n o ' i d e
ARACNÍDEO	a r a c n í ' d e o
ARACNÓIDEO	a r a c n ó ' i d e o
ARADA	a r a ' d a
ARADAR	a r a d a ' r
ARADO	a r a ' d o
ARADOURO	a r a d o ' u r o
ARADURA	a r a d u ' r a
ARAGEM	a r a ' g e m
ARAGONÊS	a r a g o n ê ' s
ARAMAICO	a r a m a ' i c o
ARAMAR	a r a m a ' r
ARAME	a r a ' m e
ARAMEIRO	a r a m e ' i r o
ARANEIFORME	a r a n e i f o ' r m e
ARANEÍFERO	a r a n e í ' f e r o
ARANHA	a r a ' n h a
ARANHEIRA	a r a n h e ' i r a
ARANHEIRO	a r a n h e ' i r o
ARANHIÇO	a r a n h i ' ç o
ARANHOL	a r a n h o ' l
ARANHOSO	a r a n h o ' s o
ARANHUÇO	a r a n h u ' ç o
ARANHÃO	a r a n h ã ' o
ARAR	a r a ' r
ARARA	a r a ' r a
ARAUTO	a r a ' u t o
ARBITRAGEM	a r b i t r a ' g e m
ARBITRAL	a r b i t r a ' l
ARBITRAR	a r b i t r a ' r
ARBITRARIEDADE	a r b i t r a r i e d a ' d e
ARBITRATIVO	a r b i t r a t i ' v o
ARBITRÁRIO	a r b i t r á ' r i o
ARBORESCENTE	a r b o r e s c e ' n t e
ARBORESCER	a r b o r e s c e ' r
ARBORESCÊNCIA	a r b o r e s c ê ' n c i a
ARBORICULTURA	a r b o r i c u l t u ' r a
ARBORICÍDIO	a r b o r i c í ' d i o
ARBORIFORME	a r b o r i f o ' r m e
ARBORISTA	a r b o r i ' s t a
ARBORIZAR	a r b o r i z a ' r
ARBORÍCULA	a r b o r í ' c u l a
ARBUSTAL	a r b u s t a ' l
ARBUSTIFORME	a r b u s t i f o ' r m e
ARBUSTIVO	a r b u s t i ' v o
ARBUSTO	a r b u ' s t o
ARBUSTÁCEO	a r b u s t á ' c e o
ARBÍTRIO	a r b í ' t r i o
ARBÓREO	a r b ó ' r e o
ARBÚSCULA	a r b ú ' s c u l a
ARBÚSCULO	a r b ú ' s c u l o
ARCA	a ' r c a
ARCABOIÇO	a r c a b o ' i ç o
ARCABOUÇAR	a r c a b o u ç a ' r
ARCABOUÇO	a r c a b o ' u ç o
ARCABUZ	a r c a b u ' z
ARCABUZADA	a r c a b u z a ' d a
ARCABUZAR	a r c a b u z a ' r
ARCABUZARIA	a r c a b u z a r i ' a
ARCABUZEIRO	a r c a b u z e ' i r o
ARCADA	a r c a ' d a
ARCADIANO	a r c a d i a ' n o
ARCADURA	a r c a d u ' r a
ARCAICO	a r c a ' i c o
ARCAIZANTE	a r c a i z a ' n t e
ARCANGÉLICO	a r c a n g é ' l i c o
ARCANJO	a r c a ' n j o
ARCANO	a r c a ' n o
ARCAR	a r c a ' r
ARCAZ	a r c a ' z
ARCAÍSMO	a r c a í ' s m o
ARCAÍSTA	a r c a í ' s t a
ARCEBISPADO	a r c e b i s p a ' d o
ARCEBISPAL	a r c e b i s p a ' l
ARCEBISPO	a r c e b i ' s p o
ARCEDIAGO	a r c e d i a ' g o
ARCHEIRO	a r c h e ' i r o
ARCHOTE	a r c h o ' t e
ARCHOTEIRO	a r c h o t e ' i r o
ARCIFORME	a r c i f o ' r m e
ARCIPRESTE	a r c i p r e ' s t e
ARCO	a ' r c o
ARCOSO	a r c o ' s o
ARDENTE	a r d e ' n t e
ARDENTIA	a r d e n t i ' a
ARDENTOSO	a r d e n t o ' s o
ARDER	a r d e ' r
ARDIL	a r d i ' l
ARDILEZA	a r d i l e ' z a
ARDILOSO	a r d i l o ' s o
ARDINA	a r d i ' n a
ARDOR	a r d o ' r
ARDOROSO	a r d o r o ' s o
ARDUAMENTE	a r d u a m e ' n t e
ARDUME	a r d u ' m e
ARDÊNCIA	a r d ê ' n c i a
ARDÍFERO	a r d í ' f e r o
ARDÓSIA	a r d ó ' s i a
AREADO	a r e a ' d o
AREAL	a r e a ' l
AREAMENTO	a r e a m e ' n t o
AREEIRO	a r e e ' i r o
AREIA	a r e ' i a
AREJADOR	a r e j a d o ' r
AREJAR	a r e j a ' r
AREJO	a r e ' j o
ARENA	a r e ' n a
ARENAÇÃO	a r e n a ç ã ' o
ARENGA	a r e ' n g a
ARENGAR	a r e n g a ' r
ARENGUEIRO	a r e n g u e ' i r o
ARENITO	a r e n i ' t o
ARENOSO	a r e n o ' s o
ARENQUE	a r e ' n q u e
ARENQUEIRO	a r e n q u e ' i r o
ARENÁCEO	a r e n á ' c e o
ARENÁRIO	a r e n á ' r i o
AREOLAR	a r e o l a ' r
AREOMÉTRICO	a r e o m é ' t r i c o
AREOSO	a r e o ' s o
ARESTA	a r e ' s t a
ARESTADO	a r e s t a ' d o
ARESTAL	a r e s t a ' l
ARESTEIRO	a r e s t e ' i r o
ARESTO	a r e ' s t o
ARESTOSO	a r e s t o ' s o
AREÓPAGO	a r e ó ' p a g o
ARFADA	a r f a ' d a
ARFADURA	a r f a d u ' r a
ARFANTE	a r f a ' n t e
ARFAR	a r f a ' r
ARGAMASSA	a r g a m a ' s s a
ARGAMASSAR	a r g a m a s s a ' r
ARGAÇO	a r g a ' ç o
ARGELINO	a r g e l i ' n o
ARGENTINO	a r g e n t i ' n o
ARGENTÍFERO	a r g e n t í ' f e r o
ARGILA	a r g i ' l a
ARGILOIDE	a r g i l o ' i d e
ARGILOSO	a r g i l o ' s o
ARGOLA	a r g o ' l a
ARGOLADA	a r g o l a ' d a
ARGOLAR	a r g o l a ' r
ARGOLEIRO	a r g o l e ' i r o
ARGOLÃO	a r g o l ã ' o
ARGONAUTA	a r g o n a ' u t a
ARGONÁUTICO	a r g o n á ' u t i c o
ARGUCIAR	a r g u c i a ' r
ARGUCIOSO	a r g u c i o ' s o
ARGUENTE	a r g u e ' n t e
ARGUIR	a r g u i ' r
ARGUITIVO	a r g u i t i ' v o
ARGUMENTAL	a r g u m e n t a ' l
ARGUMENTAR	a r g u m e n t a ' r
ARGUMENTATIVO	a r g u m e n t a t i ' v o
ARGUMENTISTA	a r g u m e n t i ' s t a
ARGUMENTO	a r g u m e ' n t o
ARGUTO	a r g u ' t o
ARGÚCIA	a r g ú ' c i a
ARIANIZAR	a r i a n i z a ' r
ARIANO	a r i a ' n o
ARIDAMENTE	a r i d a m e ' n t e
ARIDEZ	a r i d e ' z
ARISCAR	a r i s c a ' r
ARISCO	a r i ' s c o
ARISTOCRACIA	a r i s t o c r a c i ' a
ARISTOCRATISMO	a r i s t o c r a t i ' s m o
ARISTOCRATIZAR	a r i s t o c r a t i z a ' r
ARISTOTELISMO	a r i s t o t e l i ' s m o
ARISTOTÉLICO	a r i s t o t é ' l i c o
ARITMÉTICA	a r i t m é ' t i c a
ARITMÉTICO	a r i t m é ' t i c o
ARLEQUIM	a r l e q u i ' m
ARMA	a ' r m a
ARMADA	a r m a ' d a
ARMADILHA	a r m a d i ' l h a
ARMADILHAR	a r m a d i l h a ' r
ARMADOR	a r m a d o ' r
ARMADURA	a r m a d u ' r a
ARMAR	a r m a ' r
ARMARIA	a r m a r i ' a
ARMAZENAGEM	a r m a z e n a ' g e m
ARMAZENAR	a r m a z e n a ' r
ARMAZENISTA	a r m a z e n i ' s t a
ARMAZÉM	a r m a z é ' m
ARMEIRO	a r m e ' i r o
ARMILAR	a r m i l a ' r
ARMINHO	a r m i ' n h o
ARMISTÍCIO	a r m i s t í ' c i o
ARMÁRIO	a r m á ' r i o
ARMÉNIO	a r m é ' n i o
ARO	a ' r o
AROMA	a r o ' m a
AROMAR	a r o m a ' r
AROMATERAPIA	a r o m a t e r a p i ' a
AROMATICIDADE	a r o m a t i c i d a ' d e
AROMATISMO	a r o m a t i ' s m o
AROMATIZANTE	a r o m a t i z a ' n t e
AROMATIZAR	a r o m a t i z a ' r
AROMÁTICO	a r o m á ' t i c o
ARPAR	a r p a ' r
ARPEAR	a r p e a ' r
ARPEJO	a r p e ' j o
ARPOAR	a r p o a ' r
ARPOEIRA	a r p o e ' i r a
ARPOEIRO	a r p o e ' i r o
ARPÃO	a r p ã ' o
ARQUEADURA	a r q u e a d u ' r a
ARQUEAR	a r q u e a ' r
ARQUEIRO	a r q u e ' i r o
ARQUEOLOGIA	a r q u e o l o g i ' a
ARQUETA	a r q u e ' t a
ARQUIBANCADA	a r q u i b a n c a ' d a
ARQUIDIOCESE	a r q u i d i o c e ' s e
ARQUIDUCADO	a r q u i d u c a ' d o
ARQUIDUCAL	a r q u i d u c a ' l
ARQUIDUQUE	a r q u i d u ' q u e
ARQUIPÉLAGO	a r q u i p é ' l a g o
ARQUITETAR	a r q u i t e t a ' r
ARQUITETO	a r q u i t e ' t o
ARQUITETOR	a r q u i t e t o ' r
ARQUITETURA	a r q u i t e t u ' r a
ARQUITETURAL	a r q u i t e t u r a ' l
ARQUITETÔNICA	a r q u i t e t ô ' n i c a
ARQUITETÔNICO	a r q u i t e t ô ' n i c o
ARQUIVAR	a r q u i v a ' r
ARQUIVISTA	a r q u i v i ' s t a
ARQUIVO	a r q u i ' v o
ARQUIVOLOGIA	a r q u i v o l o g i ' a
ARQUIVÍSTICO	a r q u i v í ' s t i c o
ARQUÉTIPO	a r q u é ' t i p o
ARRABALDE	a r r a b a ' l d e
ARRABUJAR	a r r a b u j a ' r
ARRAIA	a r r a ' i a
ARRAIADA	a r r a i a ' d a
ARRAIAL	a r r a i a ' l
ARRAIGADO	a r r a i g a ' d o
ARRAIS	a r r a ' i s
ARRANCA	a r r a ' n c a
ARRANCADA	a r r a n c a ' d a
ARRANCADEIRA	a r r a n c a d e ' i r a
ARRANCADELA	a r r a n c a d e ' l a
ARRANCADOR	a r r a n c a d o ' r
ARRANCADURA	a r r a n c a d u ' r a
ARRANCAR	a r r a n c a ' r
ARRANCO	a r r a ' n c o
ARRANCORAR	a r r a n c o r a ' r
ARRANCÃO	a r r a n c ã ' o
ARRANHA	a r r a ' n h a
ARRANHADELA	a r r a n h a d e ' l a
ARRANHADURA	a r r a n h a d u ' r a
ARRANHAR	a r r a n h a ' r
ARRANHÃO	a r r a n h ã ' o
ARRANJADELA	a r r a n j a d e ' l a
ARRANJADO	a r r a n j a ' d o
ARRANJAR	a r r a n j a ' r
ARRANJINHO	a r r a n j i ' n h o
ARRANJISMO	a r r a n j i ' s m o
ARRANJISTA	a r r a n j i ' s t a
ARRANJO	a r r a ' n j o
ARRANJÃO	a r r a n j ã ' o
ARRANQUE	a r r a ' n q u e
ARRASAR	a r r a s a ' r
ARRASTADEIRA	a r r a s t a d e ' i r a
ARRASTADIÇO	a r r a s t a d i ' ç o
ARRASTADOR	a r r a s t a d o ' r
ARRASTADURA	a r r a s t a d u ' r a
ARRASTAR	a r r a s t a ' r
ARRASTO	a r r a ' s t o
ARRASTÃO	a r r a s t ã ' o
ARRAÇAR	a r r a ç a ' r
ARRAÇOAMENTO	a r r a ç o a m e ' n t o
ARRE	a ' r r e
ARREADOR	a r r e a d o ' r
ARREAR	a r r e a ' r
ARREARIA	a r r e a r i ' a
ARREBANHADURA	a r r e b a n h a d u ' r a
ARREBANHAR	a r r e b a n h a ' r
ARREBANHO	a r r e b a ' n h o
ARREBATANTE	a r r e b a t a ' n t e
ARREBATAR	a r r e b a t a ' r
ARREBATE	a r r e b a ' t e
ARREBATO	a r r e b a ' t o
ARREBENTADIÇO	a r r e b e n t a d i ' ç o
ARREBENTAR	a r r e b e n t a ' r
ARREBENTO	a r r e b e ' n t o
ARREBENTÃO	a r r e b e n t ã ' o
ARREBIQUE	a r r e b i ' q u e
ARREBITAR	a r r e b i t a ' r
ARREBITAÇO	a r r e b i t a ' ç o
ARREBITE	a r r e b i ' t e
ARREBITO	a r r e b i ' t o
ARREBOLAR	a r r e b o l a ' r
ARRECADADOR	a r r e c a d a d o ' r
ARRECADAR	a r r e c a d a ' r
ARRECUAR	a r r e c u a ' r
ARRECUAS	a r r e c u ' a s
ARRECUÃO	a r r e c u ã ' o
ARREDA	a r r e ' d a
ARREDAR	a r r e d a ' r
ARREDONDAR	a r r e d o n d a ' r
ARREDOR	a r r e d o ' r
ARREDORES	a r r e d o ' r e s
ARREFECEDOR	a r r e f e c e d o ' r
ARREFECER	a r r e f e c e ' r
ARREFENTAR	a r r e f e n t a ' r
ARREGALAR	a r r e g a l a ' r
ARREGANHADA	a r r e g a n h a ' d a
ARREGANHAR	a r r e g a n h a ' r
ARREGANHO	a r r e g a ' n h o
ARREGAÇADA	a r r e g a ç a ' d a
ARREGAÇAR	a r r e g a ç a ' r
ARREGIMENTAR	a r r e g i m e n t a ' r
ARREGRAR	a r r e g r a ' r
ARREIGADA	a r r e i g a ' d a
ARREIGAR	a r r e i g a ' r
ARREIO	a r r e ' i o
ARRELAMPAR	a r r e l a m p a ' r
ARRELIA	a r r e l i ' a
ARRELIAR	a r r e l i a ' r
ARRELIENTO	a r r e l i e ' n t o
ARRELVAR	a r r e l v a ' r
ARREMATAR	a r r e m a t a ' r
ARREMATE	a r r e m a ' t e
ARREMEDAR	a r r e m e d a ' r
ARREMEDO	a r r e m e ' d o
ARREMESSAR	a r r e m e s s a ' r
ARREMESSO	a r r e m e ' s s o
ARREMESSÃO	a r r e m e s s ã ' o
ARREMETER	a r r e m e t e ' r
ARREMETIDA	a r r e m e t i ' d a
ARREMETIMENTO	a r r e m e t i m e ' n t o
ARRENDAR	a r r e n d a ' r
ARRENDATÁRIO	a r r e n d a t á ' r i o
ARREPANHAR	a r r e p a n h a ' r
ARREPANHO	a r r e p a ' n h o
ARREPELADELA	a r r e p e l a d e ' l a
ARREPELAR	a r r e p e l a ' r
ARREPELO	a r r e p e ' l o
ARREPENDER	a r r e p e n d e ' r
ARREPIAR	a r r e p i a ' r
ARREPIO	a r r e p i ' o
ARRESTANTE	a r r e s t a ' n t e
ARRESTAR	a r r e s t a ' r
ARRESTO	a r r e ' s t o
ARRETADURA	a r r e t a d u ' r a
ARRETAR	a r r e t a ' r
ARRETO	a r r e ' t o
ARRETRASADO	a r r e t r a s a ' d o
ARREVESADAMENTE	a r r e v e s a d a m e ' n t e
ARREVESAR	a r r e v e s a ' r
ARREVESO	a r r e v e ' s o
ARRIAR	a r r i a ' r
ARRIBA	a r r i ' b a
ARRIBADEIRO	a r r i b a d e ' i r o
ARRIBADIÇO	a r r i b a d i ' ç o
ARRIBANCEIRADO	a r r i b a n c e i r a ' d o
ARRIBAR	a r r i b a ' r
ARRIBAS	a r r i ' b a s
ARRISCAR	a r r i s c a ' r
ARRITMIA	a r r i t m i ' a
ARRITMO	a r r i ' t m o
ARRIVISMO	a r r i v i ' s m o
ARRIVISTA	a r r i v i ' s t a
ARRIZOTÔNICO	a r r i z o t ô ' n i c o
ARROBA	a r r o ' b a
ARROBAR	a r r o b a ' r
ARROBUSTADO	a r r o b u s t a ' d o
ARRODELAR	a r r o d e l a ' r
ARROGANTE	a r r o g a ' n t e
ARROGAR	a r r o g a ' r
ARROGÂNCIA	a r r o g â ' n c i a
ARROIAR	a r r o i a ' r
ARROIO	a r r o ' i o
ARROJADIÇO	a r r o j a d i ' ç o
ARROJAR	a r r o j a ' r
ARROJO	a r r o ' j o
ARROLAR	a r r o l a ' r
ARROLHAR	a r r o l h a ' r
ARROLHO	a r r o ' l h o
ARROMANÇAR	a r r o m a n ç a ' r
ARROMBA	a r r o ' m b a
ARROMBADA	a r r o m b a ' d a
ARROMBADELA	a r r o m b a d e ' l a
ARROMBADOR	a r r o m b a d o ' r
ARROMBAR	a r r o m b a ' r
ARROSETADO	a r r o s e t a ' d o
ARROTADOR	a r r o t a d o ' r
ARROTAR	a r r o t a ' r
ARROTEADOR	a r r o t e a d o ' r
ARROTEAR	a r r o t e a ' r
ARROTEIA	a r r o t e ' i a
ARROTO	a r r o ' t o
ARROUBAMENTO	a r r o u b a m e ' n t o
ARROUBO	a r r o ' u b o
ARROXAR	a r r o x a ' r
ARROXEAR	a r r o x e a ' r
ARROZ	a r r o ' z
ARROZADA	a r r o z a ' d a
ARROZAL	a r r o z a ' l
ARROZEIRA	a r r o z e ' i r a
ARROZEIRO	a r r o z e ' i r o
ARRUACEIRO	a r r u a c e ' i r o
ARRUADEIRA	a r r u a d e ' i r a
ARRUAR	a r r u a ' r
ARRUAÇA	a r r u a ' ç a
ARRUAÇAR	a r r u a ç a ' r
ARRUDENSE	a r r u d e ' n s e
ARRUELADO	a r r u e l a ' d o
ARRUFADA	a r r u f a ' d a
ARRUFADIÇO	a r r u f a d i ' ç o
ARRUFAR	a r r u f a ' r
ARRUFO	a r r u ' f o
ARRUGAR	a r r u g a ' r
ARRUINAR	a r r u i n a ' r
ARRUIVADO	a r r u i v a ' d o
ARRULHAR	a r r u l h a ' r
ARRULHO	a r r u ' l h o
ARRUMADEIRA	a r r u m a d e ' i r a
ARRUMADELA	a r r u m a d e ' l a
ARRUMADOR	a r r u m a d o ' r
ARRUMAR	a r r u m a ' r
ARRUMAÇOS	a r r u m a ' ç o s
ARRUMO	a r r u ' m o
ARRUÇAR	a r r u ç a ' r
ARRÁBIDO	a r r á ' b i d o
ARRÍTMICO	a r r í ' t m i c o
ARSENAL	a r s e n a ' l
ARSENIOSO	a r s e n i o ' s o
ARSÉNICO	a r s é ' n i c o
ARSÉNIO	a r s é ' n i o
ARTE	a ' r t e
ARTEFACTO	a r t e f a ' c t o
ARTERIAL	a r t e r i a ' l
ARTERIALIDADE	a r t e r i a l i d a ' d e
ARTERIALIZAR	a r t e r i a l i z a ' r
ARTERIOSCLERÓTICO	a r t e r i o s c l e r ó ' t i c o
ARTERITE	a r t e r i ' t e
ARTERÍOLA	a r t e r í ' o l a
ARTES	a ' r t e s
ARTESANAL	a r t e s a n a ' l
ARTESANATO	a r t e s a n a ' t o
ARTESIANO	a r t e s i a ' n o
ARTESÃO	a r t e s ã ' o
ARTICULANTE	a r t i c u l a ' n t e
ARTICULAR	a r t i c u l a ' r
ARTICULATÓRIO	a r t i c u l a t ó ' r i o
ARTICULAÇÃO	a r t i c u l a ç ã ' o
ARTICULISTA	a r t i c u l i ' s t a
ARTICULOSO	a r t i c u l o ' s o
ARTIFICIAL	a r t i f i c i a ' l
ARTIFICIALIDADE	a r t i f i c i a l i d a ' d e
ARTIFICIALISMO	a r t i f i c i a l i ' s m o
ARTIFICIAR	a r t i f i c i a ' r
ARTIFICIOSO	a r t i f i c i o ' s o
ARTIFÍCIO	a r t i f í ' c i o
ARTIGO	a r t i ' g o
ARTILHAR	a r t i l h a ' r
ARTILHARIA	a r t i l h a r i ' a
ARTILHEIRO	a r t i l h e ' i r o
ARTIMANHA	a r t i m a ' n h a
ARTIODÁCTILO	a r t i o d á ' c t i l o
ARTISTA	a r t i ' s t a
ARTOLA	a r t o ' l a
ARTOLAR	a r t o l a ' r
ARTRITE	a r t r i ' t e
ARTRITISMO	a r t r i t i ' s m o
ARTROSE	a r t r o ' s e
ARTROZOÁRIO	a r t r o z o á ' r i o
ARTRÍTICO	a r t r í ' t i c o
ARTRÓPODE	a r t r ó ' p o d e
ARTRÓPODES	a r t r ó ' p o d e s
ARTÉRIA	a r t é ' r i a
ARTÍCULO	a r t í ' c u l o
ARTÍFICE	a r t í ' f i c e
ARTÍSTICO	a r t í ' s t i c o
ARVICULTURA	a r v i c u l t u ' r a
ARVOAR	a r v o a ' r
ARVORAR	a r v o r a ' r
ARVOREDO	a r v o r e ' d o
ARÁBIAS	a r á ' b i a s
ARÁBICO	a r á ' b i c o
ARÁBIO	a r á ' b i o
ARÉOLA	a r é ' o l a
ARÍETE	a r í ' e t e
AS	a s
ASA	a ' s a
ASADA	a s a ' d a
ASADOR	a s a d o ' r
ASAR	a s a ' r
ASCENDENTE	a s c e n d e ' n t e
ASCENDER	a s c e n d e ' r
ASCENDÊNCIA	a s c e n d ê ' n c i a
ASCENSIONAL	a s c e n s i o n a ' l
ASCENSO	a s c e ' n s o
ASCENSOR	a s c e n s o ' r
ASCENSÃO	a s c e n s ã ' o
ASCESE	a s c e ' s e
ASCETA	a s c e ' t a
ASCO	a ' s c o
ASCOROSO	a s c o r o ' s o
ASCÉTICO	a s c é ' t i c o
ASCÓRBICO	a s c ó ' r b i c o
ASELHA	a s e ' l h a
ASFALTADOR	a s f a l t a d o ' r
ASFALTAR	a s f a l t a ' r
ASFALTITE	a s f a l t i ' t e
ASFALTO	a s f a ' l t o
ASFIXIA	a s f i x i ' a
ASFIXIANTE	a s f i x i a ' n t e
ASFIXIAR	a s f i x i a ' r
ASFÁLTICO	a s f á ' l t i c o
ASIATICISMO	a s i a t i c i ' s m o
ASIATISMO	a s i a t i ' s m o
ASILADO	a s i l a ' d o
ASILAR	a s i l a ' r
ASILO	a s i ' l o
ASINHA	a s i ' n h a
ASIÁTICO	a s i á ' t i c o
ASMA	a ' s m a
ASMÁTICO	a s m á ' t i c o
ASNA	a ' s n a
ASNADA	a s n a ' d a
ASNAL	a s n a ' l
ASNARIA	a s n a r i ' a
ASNEAR	a s n e a ' r
ASNEIRA	a s n e ' i r a
ASNEIRADA	a s n e i r a ' d a
ASNEIRENTO	a s n e i r e ' n t o
ASNEIROLA	a s n e i r o ' l a
ASNEIRÃO	a s n e i r ã ' o
ASNIDADE	a s n i d a ' d e
ASNO	a ' s n o
ASNÁTICO	a s n á ' t i c o
ASO	a ' s o
ASPA	a ' s p a
ASPECTÁVEL	a s p e c t á ' v e l
ASPERAMENTE	a s p e r a m e ' n t e
ASPEREZA	a s p e r e ' z a
ASPERSOR	a s p e r s o ' r
ASPERSÃO	a s p e r s ã ' o
ASPETO	a s p e ' t o
ASPETUAL	a s p e t u a ' l
ASPIRADOR	a s p i r a d o ' r
ASPIRANTE	a s p i r a ' n t e
ASPIRAR	a s p i r a ' r
ASPIRATIVO	a s p i r a t i ' v o
ASPIRATÓRIO	a s p i r a t ó ' r i o
ASPIRAÇÃO	a s p i r a ç ã ' o
ASPIRINA	a s p i r i ' n a
ASPÉRRIMO	a s p é ' r r i m o
ASQUEROSO	a s q u e r o ' s o
ASSABORAR	a s s a b o r a ' r
ASSACAR	a s s a c a ' r
ASSADEIRA	a s s a d e ' i r a
ASSADEIRO	a s s a d e ' i r o
ASSADOR	a s s a d o ' r
ASSADURA	a s s a d u ' r a
ASSALARIAR	a s s a l a r i a ' r
ASSALMONADO	a s s a l m o n a ' d o
ASSALOIADO	a s s a l o i a ' d o
ASSALTADA	a s s a l t a ' d a
ASSALTAR	a s s a l t a ' r
ASSALTO	a s s a ' l t o
ASSANHADIÇO	a s s a n h a d i ' ç o
ASSANHAR	a s s a n h a ' r
ASSANHO	a s s a ' n h o
ASSAPAR	a s s a p a ' r
ASSAPATAR	a s s a p a t a ' r
ASSAR	a s s a ' r
ASSARAPANTAR	a s s a r a p a n t a ' r
ASSARAPANTO	a s s a r a p a ' n t o
ASSASSINAR	a s s a s s i n a ' r
ASSASSINATO	a s s a s s i n a ' t o
ASSASSINO	a s s a s s i ' n o
ASSASSÍNIO	a s s a s s í ' n i o
ASSAZ	a s s a ' z
ASSEAR	a s s e a ' r
ASSEDAR	a s s e d a ' r
ASSEDIADOR	a s s e d i a d o ' r
ASSEDIAR	a s s e d i a ' r
ASSEGURADOR	a s s e g u r a d o ' r
ASSEGURAR	a s s e g u r a ' r
ASSEIO	a s s e ' i o
ASSEMBLEIA	a s s e m b l e ' i a
ASSEMELHAR	a s s e m e l h a ' r
ASSENHORAR	a s s e n h o r a ' r
ASSENHOREAR	a s s e n h o r e a ' r
ASSENTADA	a s s e n t a ' d a
ASSENTADOR	a s s e n t a d o ' r
ASSENTAR	a s s e n t a ' r
ASSENTE	a s s e ' n t e
ASSENTIR	a s s e n t i ' r
ASSENTO	a s s e ' n t o
ASSEPTOL	a s s e p t o ' l
ASSERENAR	a s s e r e n a ' r
ASSERIR	a s s e r i ' r
ASSERTAR	a s s e r t a ' r
ASSERTIVO	a s s e r t i ' v o
ASSERTO	a s s e ' r t o
ASSERTOR	a s s e r t o ' r
ASSERTÓRIO	a s s e r t ó ' r i o
ASSERÇÃO	a s s e r ç ã ' o
ASSESSOR	a s s e s s o ' r
ASSESSORADO	a s s e s s o r a ' d o
ASSESSORIA	a s s e s s o r i ' a
ASSESSORIAL	a s s e s s o r i a ' l
ASSESSÓRIO	a s s e s s ó ' r i o
ASSESTAR	a s s e s t a ' r
ASSETAR	a s s e t a ' r
ASSEVERANTE	a s s e v e r a ' n t e
ASSEVERAR	a s s e v e r a ' r
ASSEVERATIVO	a s s e v e r a t i ' v o
ASSEXO	a s s e ' x o
ASSEXUADO	a s s e x u a ' d o
ASSEXUAL	a s s e x u a ' l
ASSEXUALIDADE	a s s e x u a l i d a ' d e
ASSIDRAR	a s s i d r a ' r
ASSIDUAMENTE	a s s i d u a m e ' n t e
ASSIDUIDADE	a s s i d u i d a ' d e
ASSILABIA	a s s i l a b i ' a
ASSILÁBICO	a s s i l á ' b i c o
ASSIM	a s s i ' m
ASSIMETRIA	a s s i m e t r i ' a
ASSIMILABILIDADE	a s s i m i l a b i l i d a ' d e
ASSIMILADOR	a s s i m i l a d o ' r
ASSIMILAR	a s s i m i l a ' r
ASSIMILATIVO	a s s i m i l a t i ' v o
ASSIMPTOTA	a s s i m p t o ' t a
ASSIMPTÓTICO	a s s i m p t ó ' t i c o
ASSIMULAÇÃO	a s s i m u l a ç ã ' o
ASSINADO	a s s i n a ' d o
ASSINALANTE	a s s i n a l a ' n t e
ASSINALAR	a s s i n a l a ' r
ASSINANTE	a s s i n a ' n t e
ASSINAR	a s s i n a ' r
ASSINATURA	a s s i n a t u ' r a
ASSINCRONAMENTE	a s s i n c r o n a m e ' n t e
ASSINCRONIA	a s s i n c r o n i ' a
ASSINDÉTICO	a s s i n d é ' t i c o
ASSINERGIA	a s s i n e r g i ' a
ASSINGELAR	a s s i n g e l a ' r
ASSINTOTA	a s s i n t o ' t a
ASSINTÁTICO	a s s i n t á ' t i c o
ASSINÉRGICO	a s s i n é ' r g i c o
ASSIRIOLOGIA	a s s i r i o l o g i ' a
ASSISADO	a s s i s a ' d o
ASSISTENCIAL	a s s i s t e n c i a ' l
ASSISTENTE	a s s i s t e ' n t e
ASSISTIR	a s s i s t i ' r
