A	a
DEFUMADU'RA	d e f u~ m a d u r a
DEFUMA'R	d e f u~ m a X
DEFU'NTO	d e f u~ t u
DEGASTA'R	d e g a s t a X
DEGELA'R	d e Z e l a X
DEGE'LO	d e Z e l u
DEGENERA'R	d e Z e n e r a X
DEGENERATI'VO	d e Z e n e r a tS i v u
DEGENERESCE'NTE	d e Z e n e r e s e~ tS i
DEGENERESCÊ'NCIA	d e Z e n e r e s e~ s i a
DEGLUTI'R	d e g l u tS i X
DEGOLADO'IRO	d e g o l a d o j r u
DEGOLADO'R	d e g o l a d o X
DEGOLADO'URO	d e g o l a d ow r u
DEGOLADU'RA	d e g o l a d u r a
DEGOLA'R	d e g o l a X
DEGRADADO'R	d e g r a d a d o X
DEGRADA'NTE	d e g r a d a~ tS i
DEGRADA'R	d e g r a d a X
DEGRADAÇÃ'O	d e g r a d a s a~ w~
DEGRA'U	d e g r a u
DEGREDA'DO	d e g r e d a d u
DEGRE'DO	d e g r e d u
DEGRESSI'VO	d e g r e s i v u
DEGUSTA'R	d e g u s t a X
DEIDA'DE	d e j d a dZ i
DEIFICA'R	d e j f i k a X
DEISCE'NTE	d e j s e~ tS i
DE'ITA	d ej t a
DEITA'DA	d e j t a d a
DEITADU'RA	d e j t a d u r a
DEITA'R	d e j t a X
DE'IXA	d ej S a
DEIXA'R	d e j S a X
DEJETA'R	d e Z e t a X
DEJE'TO	d e Z E t u
DEJETÓ'RIO	d e Z e t O r i u
DEJEÇÃ'O	d e Z e s a~ w~
DE'L	d E w
DELAMBI'DO	d e l a~ b i d u
DELATA'R	d e l a t a X
DELATO'R	d e l a t o X
DELATÓ'RIO	d e l a t O r i u
DELAÇÃ'O	d e l a s a~ w~
DE'LE	d e l i
DELEGACI'A	d e l e g a s i a
DELEGA'DO	d e l e g a d u
DELEGA'NTE	d e l e g a~ tS i
DELEGA'R	d e l e g a X
DELEGATÁ'RIO	d e l e g a t a r i u
DELEGATÓ'RIO	d e l e g a t O r i u
DELEITA'NTE	d e l e j t a~ tS i
DELEITA'R	d e l e j t a X
DELE'ITE	d e l ej tS i
DELEITO'SO	d e l e j t o z u
DELFI'M	d e w f i~
DELFI'NA	d e w f i~ n a
DELFINÍ'DEOS	d e w f i~ n i d e u s
DELGADE'ZA	d e w g a d e z a
DELGA'DO	d e w g a d u
DELIBERADAME'NTE	d e l i b e r a d a m e~ tS i
DELIBERA'NTE	d e l i b e r a~ tS i
DELIBERA'R	d e l i b e r a X
DELIBERATI'VO	d e l i b e r a tS i v u
DELICADE'ZA	d e l i k a d e z a
DELICA'DO	d e l i k a d u
DELICIA'R	d e l i s i a X
DELICIO'SO	d e l i s i o z u
DELIMITADO'R	d e l i~ m i t a d o X
DELIMITA'R	d e l i~ m i t a X
DELIMITATI'VO	d e l i~ m i t a tS i v u
DELINEADO'R	d e l i~ n e a d o X
DELINEA'R	d e l i~ n e a X
DELINEATI'VO	d e l i~ n e a tS i v u
DELINQUE'NTE	d e l i~ k e~ tS i
DELINQUÊ'NCIA	d e l i~ k e~ s i a
DELIRA'NTE	d e l i r a~ tS i
DELIRA'R	d e l i r a X
DELIRIU'M	d e l i r i u~
DELI'TO	d e l i t u
DELITUO'SO	d e l i t u o z u
DELO'NGA	d e l o~ g a
DELONGA'R	d e l o~ g a X
DE'LTA	d E w t a
DELÉ'VEL	d e l E v e w
DELÍ'CIA	d e l i s i a
DELÍ'RIO	d e l i r i u
DEMAGOGI'A	d e m a g o Z i a
DEMAGOGI'CE	d e m a g o Z i s i
DEMAGOGI'SMO	d e m a g o Z i z m u
DEMAGO'GO	d e m a g o g u
DEMAGÓ'GICO	d e m a g O Z i k u
DEMA'IS	d e m a j s
DEMA'NDA	d e m a~ d a
DEMANDA'NTE	d e m a~ d a~ tS i
DEMANDA'R	d e m a~ d a X
DEMARCADO'R	d e m a X k a d o X
DEMARCA'R	d e m a X k a X
DEMARCATI'VO	d e m a X k a tS i v u
DEMARCATÓ'RIO	d e m a X k a t O r i u
DEMASI'A	d e m a z i a
DEMASIA'DO	d e m a z i a d u
DEMENCIA'L	d e m e~ s i a w
DEMENTA'R	d e m e~ t a X
DEME'NTE	d e m e~ tS i
DEMERITÓ'RIO	d e m e r i t O r i u
DEMISSIBILIDA'DE	d e m i s i b i l i d a dZ i
DEMISSIONÁ'RIO	d e m i s i o n a r i u
DEMI'SSO	d e m i s u
DEMISSO'R	d e m i s o X
DEMISSÃ'O	d e m i s a~ w~
DEMISSÍ'VEL	d e m i s i v e w
DEMISSÓ'RIO	d e m i s O r i u
DEMITI'R	d e m i tS i X
DE'MO	d e~ m u
DEMOCRACI'A	d e m o k r a s i a
DEMOCRA'TA	d e m o k r a t a
DEMOCRA'TAS	d e m o k r a t a js
DEMOCRATIZA'R	d e m o k r a tS i z a X
DEMOCRÁ'TICO	d e m o k r a tS i k u
DEMOGRAFA'R	d e m o g r a f a X
DEMOGRAFI'A	d e m o g r a f i a
DEMOLHA'R	d e m o L a X
DEMOLI'R	d e m o l i X
DEMOLITÓ'RIO	d e m o l i t O r i u
DEMONOCRACI'A	d e m o n o k r a s i a
DEMONOLATRI'A	d e m o n o l a t r i a
DEMONOLOGI'A	d e m o n o l o Z i a
DEMONSTRABILIDA'DE	d e m o~ s t r a b i l i d a dZ i
DEMONSTRADO'R	d e m o~ s t r a d o X
DEMONSTRA'NTE	d e m o~ s t r a~ tS i
DEMONSTRA'R	d e m o~ s t r a X
DEMONSTRATI'VO	d e m o~ s t r a tS i v u
DEMONSTRAÇÃ'O	d e m o~ s t r a s a~ w~
DEMONÍ'ACO	d e m o n i a k u
DEMO'RA	d e m O r a
DEMORA'R	d e m o r a X
DEMORO'SO	d e m o r o z u
DEMOSTRATI'VO	d e m o s t r a tS i v u
DEMOVE'R	d e m o v e X
DEMÉ'RITO	d e m E r i t u
DEMÊ'NCIA	d e m e~ s i a
DEMÔ'NIO	d e m o n i u
DENDOLATRI'A	d e~ d o l a t r i a
DENDRI'TES	d e~ d r i tS i s
DENEGA'R	d e n e g a X
DENEGRIDO'R	d e n e g r i d o X
DENEGRI'R	d e n e g r i X
DE'NGUE	d e~ g i
DENGUI'CE	d e~ g i s i
DENOMINADO'R	d e n o m i~ n a d o X
DENOMINA'R	d e n o m i~ n a X
DENOMINATI'VO	d e n o m i~ n a tS i v u
DENOTACIONA'L	d e n o t a s i o n a w
DENOTA'R	d e n o t a X
DENOTATI'VO	d e n o t a tS i v u
DENSIDA'DE	d e~ s i d a dZ i
DE'NSO	d e~ s u
DENTA'DA	d e~ t a d a
DENTADU'RA	d e~ t a d u r a
DENTA'L	d e~ t a w
DENTA'R	d e~ t a X
DE'NTE	d e~ tS i
DE'NTES	d e~ tS i s
DENTICULA'R	d e~ tS i k u l a X
DENTIFO'RME	d e~ tS i f O R m i
DENTI'STA	d e~ tS i s t a
DENTIÇÃ'O	d e~ tS i s a~ w~
DENTO'LA	d e~ t O l a
DE'NTRE	d e~ t r i
DE'NTRO	d e~ t r u
DENTU'ÇA	d e~ t u s a
DENTÁ'RIO	d e~ t a r i u
DENTÍ'CULO	d e~ tS i k u l u
DENTÍ'FRICO	d e~ tS i f r i k u
DENUDA'R	d e n u d a X
DENUNCIADO'R	d e n u~ s i a d o X
DENUNCIA'NTE	d e n u~ s i a~ tS i
DENUNCIA'R	d e n u~ s i a X
DENUNCIATI'VO	d e n u~ s i a tS i v u
DENUNCIATÓ'RIO	d e n u~ s i a t O r i u
DENÚ'NCIA	d e n u~ s i a
DEONTOLOGI'A	d e o~ t o l o Z i a
DEONTOLOGI'SMO	d e o~ t o l o Z i z m u
DEPARA'R	d e p a r a X
DEPARTAMENTA'L	d e p a X t a m e~ t a w
DEPARTAME'NTO	d e p a X t a m e~ t u
DEPAUPERADO'R	d e p a u p e r a d o X
DEPAUPERA'NTE	d e p a u p e r a~ tS i
DEPAUPERA'R	d e p a u p e r a X
DEPENA'R	d e p e n a X
DEPENDE'NTE	d e p e~ d e~ tS i
DEPENDE'R	d e p e~ d e X
DEPENDU'RA	d e p e~ d u r a
DEPENDURA'R	d e p e~ d u r a X
DEPENDÊ'NCIA	d e p e~ d e~ s i a
DEPENICA'R	d e p e n i k a X
DEPILA'R	d e p i l a X
DEPILATÓ'RIO	d e p i l a t O r i u
DEPLORA'R	d e p l o r a X
DEPLORATI'VO	d e p l o r a tS i v u
DEPLORATÓ'RIO	d e p l o r a t O r i u
DEPOE'NTE	d e p o e~ tS i
DEPOIME'NTO	d e p o i~ m e~ t u
DEPO'IS	d e p o j s
DEPONE'NTE	d e p o n e~ tS i
DEPO'R	d e p o X
DEPORTA'R	d e p o X t a X
DEPORTAÇÃ'O	d e p o X t a s a~ w~
DEPOSITA'NTE	d e p o z i t a~ tS i
DEPOSITA'R	d e p o z i t a X
DEPOSITÁ'RIO	d e p o z i t a r i u
DEPOSIÇÃ'O	d e p o z i s a~ w~
DEPO'STO	d e p o s t u
DEPRAVADO'R	d e p r a v a d o X
DEPRAVA'R	d e p r a v a X
DEPRECIA'R	d e p r e s i a X
DEPRECIATI'VO	d e p r e s i a tS i v u
DEPREDADO'R	d e p r e d a d o X
DEPREDA'R	d e p r e d a X
DEPREDATI'VO	d e p r e d a tS i v u
DEPREDATÓ'RIO	d e p r e d a t O r i u
DEPREENDE'R	d e p r e e~ d e X
DEPREENSÃ'O	d e p r e e~ s a~ w~
DEPRE'SSA	d e p r E s a
DEPRESSI'VO	d e p r e s i v u
DEPRESSO'R	d e p r e s o X
DEPRESSÃ'O	d e p r e s a~ w~
DEPRESSÍ'VEL	d e p r e s i v e w
DEPRIMI'R	d e p r i~ m i X
DEPRIMÊ'NCIA	d e p r i~ m e~ s i a
DEPURADO'R	d e p u r a d o X
DEPURA'NTE	d e p u r a~ tS i
DEPURA'R	d e p u r a X
DEPURATI'VO	d e p u r a tS i v u
DEPURATÓ'RIO	d e p u r a t O r i u
DEPUTA'DO	d e p u t a d u
DEPUTA'R	d e p u t a X
DEPÓ'SITO	d e p O s i t u
DERI'VA	d e r i v a
DERIVA'DA	d e r i v a d a
DERIVA'NTE	d e r i v a~ tS i
DERIVA'R	d e r i v a X
DERIVATI'VO	d e r i v a tS i v u
DERIVATÓ'RIO	d e r i v a t O r i u
DERIVAÇÃ'O	d e r i v a s a~ w~
DERMATOLOGI'A	d e R m a t o l o Z i a
DERMATO'SE	d e R m a t O z i
DE'RME	d E R m i
DERMÁ'TICO	d e R m a tS i k u
DERRADE'IRO	d e R a d ej r u
DERRAMA'R	d e R a m a X
DERRA'ME	d e R a~ m i
DERRAPA'GEM	d e R a p a Z e~j~
DERRAPA'NTE	d e R a p a~ tS i
DERRAPA'R	d e R a p a X
DERREA'R	d e R e a X
DERRETE'R	d e R e t e X
DERROCA'DA	d e R o k a d a
DERROCA'R	d e R o k a X
DERROGA'NTE	d e R o g a~ tS i
DERROGA'R	d e R o g a X
DERROGATÓ'RIO	d e R o g a t O r i u
DERROGAÇÃ'O	d e R o g a s a~ w~
DERRO'TA	d e R O t a
DERROTA'R	d e R o t a X
DERROTI'SMO	d e R o tS i z m u
DERROTI'STA	d e R o tS i s t a
DERRU'BA	d e R u b a
DERRUBADO'R	d e R u b a d o X
DERRUBA'R	d e R u b a X
DERRU'BE	d e R u b i
DESABAFA'R	d e z a b a f a X
DESABA'FO	d e z a b a f u
DESABA'R	d e z a b a X
DESA'BE	d e z a b i
DESABOTOADU'RA	d e z a b o t o a d u r a
DESABRI'DO	d e z a b r i d u
DESABRI'GO	d e z a b r i g u
DESABROCHA'R	d e z a b r o S a X
DESACATA'R	d e z a k a t a X
DESACA'TO	d e z a k a t u
DESACHEGA'R	d e z a S e g a X
DESACOITA'R	d e z a k o j t a X
DESACOMPASSA'DO	d e z a k o~ p a s a d u
DESACORDA'NTE	d e z a k o R d a~ tS i
DESACO'RDE	d e z a k O R dZ i
DESAFE'TO	d e z a f E t u
DESAFIADO'R	d e z a f i a d o X
DESAFIA'NTE	d e z a f i a~ tS i
DESAFIA'R	d e z a f i a X
DESAFINA'R	d e z a f i~ n a X
DESAFI'O	d e z a f i u
DESAFOGADAME'NTE	d e z a f o g a d a m e~ tS i
DESAFOGA'R	d e z a f o g a X
DESAFO'GO	d e z a f O g u
DESAFORADAME'NTE	d e z a f o r a d a m e~ tS i
DESAFORA'R	d e z a f o r a X
DESAFORI'DO	d e z a f o r i d u
DESAFO'RO	d e z a f o r u
DESAFORTUNA'DO	d e z a f o X t u~ n a d u
DESAGASTA'R	d e z a g a s t a X
DESAGRADAVELME'NTE	d e z a g r a d a v e w m e~ tS i
DESAGRADECI'DO	d e z a g r a d e s i d u
DESAGRA'VO	d e z a g r a v u
DESAGREGADO'R	d e z a g r e g a d o X
DESAGREGA'NTE	d e z a g r e g a~ tS i
DESAGUADO'URO	d e z a g u a d ow r u
DESAGUA'R	d e z a g u a X
DESAGUISA'R	d e z a g i z a X
DESAIRA'R	d e z a j r a X
DESA'IRE	d e z a j r i
DESAJEITA'R	d e z a Z e j t a X
DESALENTADO'R	d e z a l e~ t a d o X
DESALENTA'R	d e z a l e~ t a X
DESALE'NTO	d e z a l e~ t u
DESALIA'R	d e z a l i a X
DESALINHA'R	d e z a l i~ J a X
DESALINHAVA'R	d e z a l i~ J a v a X
DESALI'NHO	d e z a l i~ J u
DESALMADAME'NTE	d e z a w m a d a m e~ tS i
DESALMA'R	d e z a w m a X
DESAMBIGUA'R	d e z a~ b i g u a X
DESAMO'R	d e z a m o X
DESANCA'R	d e z a~ k a X
DESA'NDA	d e z a~ d a
DESANDADE'LA	d e z a~ d a d E l a
DESANDA'R	d e z a~ d a X
DESANIMADO'R	d e z a n i~ m a d o X
DESANIMA'R	d e z a n i~ m a X
DESANUVIA'R	d e z a n u v i a X
DESAPARECE'R	d e z a p a r e s e X
DESAPARE'LHO	d e z a p a r e L u
DESAPARENTA'DO	d e z a p a r e~ t a d u
DESAPARIÇÃ'O	d e z a p a r i s a~ w~
DESAPARTA'R	d e z a p a X t a X
DESAPEGA'R	d e z a p e g a X
DESAPE'GO	d e z a p e g u
DESAPE'RTO	d e z a p e X t u
DESAPOIA'R	d e z a p o j a X
DESAPO'IO	d e z a p o j u
DESAPONTA'R	d e z a p o~ t a X
DESAPOQUENTA'R	d e z a p o k e~ t a X
DESAPOSSA'R	d e z a p o s a X
DESAPRE'ÇO	d e z a p r e s u
DESAPROPRIA'R	d e z a p r o p r i a X
DESAPROPRIAÇÃ'O	d e z a p r o p r i a s a~ w~
DESAPRUMA'R	d e z a p r u~ m a X
DESAPRU'MO	d e z a p r u~ m u
DESARMADO'R	d e z a R m a d o X
DESARMONIZA'R	d e z a R m o n i z a X
DESARMÔ'NICO	d e z a R m o n i k u
DESARRANCHA'R	d e z a R a~ S a X
DESARRANJA'R	d e z a R a~ Z a X
DESARROCHA'R	d e z a R o S a X
DESARROLHA'R	d e z a R o L a X
DESARRU'MO	d e z a R u~ m u
DESARVORA'R	d e z a R v o r a X
DESASSOMBRADAME'NTE	d e z a s o~ b r a d a m e~ tS i
DESASSOMBRA'R	d e z a s o~ b r a X
DESASSO'MBRO	d e z a s o~ b r u
DESASSOREA'R	d e z a s o r e a X
DESASSOSSEGA'R	d e z a s o s e g a X
DESASSOSSE'GO	d e z a s o s e g u
DESASTRA'DO	d e z a s t r a d u
DESA'STRE	d e z a s t r i
DESASTRO'SO	d e z a s t r o z u
DESATACA'R	d e z a t a k a X
DESATAFULHA'R	d e z a t a f u L a X
DESATA'R	d e z a t a X
DESATARRAXA'R	d e z a t a R a S a X
DESA'TE	d e z a tS i
DESATENTADAME'NTE	d e z a t e~ t a d a m e~ tS i
DESATENTA'R	d e z a t e~ t a X
DESATE'NTO	d e z a t e~ t u
DESATENÇÃ'O	d e z a t e~ s a~ w~
DESATE'RRO	d e z a t E R u
DESATINA'R	d e z a tS i~ n a X
DESATI'NO	d e z a tS i~ n u
DESATOLA'R	d e z a t o l a X
DESATORDOA'R	d e z a t o R d o a X
DESATRACA'R	d e z a t r a k a X
DESATRELA'R	d e z a t r e l a X
DESAURI'R	d e z a u r i X
DESAUTORIZA'R	d e z a u t o r i z a X
DESAVE'NÇA	d e z a v e~ s a
DESAVIA'R	d e z a v i a X
DESAVI'NDO	d e z a v i~ d u
DESAVI'R	d e z a v i X
DESAVISADAME'NTE	d e z a v i z a d a m e~ tS i
DESAVISA'R	d e z a v i z a X
DESBAGA'R	d e z b a g a X
DESBANDA'R	d e z b a~ d a X
DESBARATADO'R	d e z b a r a t a d o X
DESBARATA'R	d e z b a r a t a X
DESBARA'TE	d e z b a r a tS i
DESBARA'TO	d e z b a r a t u
DESBASTADO'R	d e z b a s t a d o X
DESBASTA'R	d e z b a s t a X
DESBA'STE	d e z b a s tS i
DESBOBINA'R	d e z b o b i~ n a X
DESBORDA'NTE	d e z b o R d a~ tS i
DESBORDA'R	d e z b o R d a X
DESBO'RDO	d e z b O R d u
DESBOROA'R	d e z b o r o a X
DESBOTA'R	d e z b o t a X
DESBOTOA'R	d e z b o t o a X
DESBRAVADO'R	d e z b r a v a d o X
DESBRAVA'R	d e z b r a v a X
DESCABELA'R	d e s k a b e l a X
DESCABE'R	d e s k a b e X
DESCABI'DO	d e s k a b i d u
DESCAIDE'LA	d e s k a j d E l a
DESCAI'R	d e s k a j X
DESCALABRA'DO	d e s k a l a b r a d u
DESCALA'BRO	d e s k a l a b r u
DESCALCIFICADO'R	d e s k a w s i f i k a d o X
DESCALCIFICA'NTE	d e s k a w s i f i k a~ tS i
DESCALCIFICA'R	d e s k a w s i f i k a X
DESCALÇADE'IRA	d e s k a w s a d ej r a
DESCALÇADU'RA	d e s k a w s a d u r a
DESCALÇA'R	d e s k a w s a X
DESCA'LÇO	d e s k a w s u
DESCAMA'R	d e s k a m a X
DESCAMI'NHO	d e s k a m i~ J u
DESCAMPA'DO	d e s k a~ p a d u
DESCAMPA'R	d e s k a~ p a X
DESCANSA'R	d e s k a~ s a X
DESCA'NSO	d e s k a~ s u
DESCAPOTÁ'VEL	d e s k a p o t a v e w
DESCARACTERIZA'R	d e s k a r a k t e r i z a X
DESCARA'DO	d e s k a r a d u
DESCARA'R	d e s k a r a X
DESCA'RGA	d e s k a R g a
DESCA'RGO	d e s k a R g u
DESCARNA'R	d e s k a R n a X
DESCAROÇA'R	d e s k a r o s a X
DESCARRE'GA	d e s k a R E g a
DESCARREGADO'R	d e s k a R e g a d o X
DESCARREGADO'URO	d e s k a R e g a d ow r u
DESCARREGA'R	d e s k a R e g a X
DESCARRILA'R	d e s k a R i l a X
DESCARTA'R	d e s k a X t a X
DESCASALA'R	d e s k a z a l a X
DESCASCADE'IRA	d e s k a s k a d ej r a
DESCASCADE'LA	d e s k a s k a d E l a
DESCASCADO'R	d e s k a s k a d o X
DESCASCADU'RA	d e s k a s k a d u r a
DESCASCA'R	d e s k a s k a X
DESCA'SQUE	d e s k a s k i
DESCAÍ'DA	d e s k a i d a
DESCENDE'NTE	d e s e~ d e~ tS i
DESCENDE'R	d e s e~ d e X
DESCENDÊ'NCIA	d e s e~ d e~ s i a
DESCE'NTE	d e s e~ tS i
DESCE'R	d e s e X
DESCERRA'R	d e s e R a X
DESCI'DA	d e s i d a
DESCLASSIFICA'R	d e s k l a s i f i k a X
DESCLORETA'R	d e s k l o r e t a X
DESCOAGULA'NTE	d e s k o a g u l a~ tS i
DESCOBE'RTA	d e s k o b E X t a
DESCOBE'RTO	d e s k o b E X t u
DESCOBRIDO'R	d e s k o b r i d o X
DESCOBRI'R	d e s k o b r i X
DESCOIMA'R	d e s k o i~ m a X
DESCOLA'GEM	d e s k o l a Z e~j~
DESCOLA'R	d e s k o l a X
DESCOLORA'NTE	d e s k o l o r a~ tS i
DESCOMODIDA'DE	d e s k o m o dZ i d a dZ i
DESCOMOVE'R	d e s k o m o v e X
DESCOMPADRA'R	d e s k o~ p a d r a X
DESCOMPAIXÃ'O	d e s k o~ p a j S a~ w~
DESCOMPASSA'R	d e s k o~ p a s a X
DESCOMPASSI'VO	d e s k o~ p a s i v u
DESCOMPA'SSO	d e s k o~ p a s u
DESCOMPO'R	d e s k o~ p o X
DESCOMPOSIÇÃ'O	d e s k o~ p o z i s a~ w~
DESCOMPOSTU'RA	d e s k o~ p o s t u r a
DESCOMPRESSI'VO	d e s k o~ p r e s i v u
DESCOMPRESSÃ'O	d e s k o~ p r e s a~ w~
DESCOMPRIMI'R	d e s k o~ p r i~ m i X
DESCOMPROMETI'DO	d e s k o~ p r o m e tS i d u
DESCOMPUSTU'RA	d e s k o~ p u s t u r a
DESCOMUNA'L	d e s k o m u~ n a w
DESCOMUNALIDA'DE	d e s k o m u~ n a l i d a dZ i
DESCONCE'ITO	d e s k o~ s ej t u
DESCONCEITUA'R	d e s k o~ s e j t u a X
DESCONCENTRA'R	d e s k o~ s e~ t r a X
DESCONCERTA'NTE	d e s k o~ s e X t a~ tS i
DESCONCERTA'R	d e s k o~ s e X t a X
DESCONCE'RTO	d e s k o~ s E X t u
DESCONCHAVA'R	d e s k o~ S a v a X
DESCONCHA'VO	d e s k o~ S a v u
DESCONE'XO	d e s k o n E k s u
DESCONEXÃ'O	d e s k o n e k s a~ w~
DESCONFIA'NTE	d e s k o~ f i a~ tS i
DESCONFORMA'R	d e s k o~ f o R m a X
DESCONFO'RME	d e s k o~ f O R m i
DESCONFORMIDA'DE	d e s k o~ f o R m i d a dZ i
DESCONFORTA'NTE	d e s k o~ f o X t a~ tS i
DESCONFORTA'R	d e s k o~ f o X t a X
DESCONGESTIONA'NTE	d e s k o~ Z e s tS i o n a~ tS i
DESCONGESTI'VO	d e s k o~ Z e s tS i v u
DESCONHECEDO'R	d e s k o J e s e d o X
DESCONJUGA'R	d e s k o~ Z u g a X
DESCONJUNTA'R	d e s k o~ Z u~ t a X
DESCONJUNTU'RA	d e s k o~ Z u~ t u r a
DESCONJUNÇÃ'O	d e s k o~ Z u~ s a~ w~
DESCONJURA'R	d e s k o~ Z u r a X
DESCONSERTA'R	d e s k o~ s e X t a X
DESCONSE'RTO	d e s k o~ s e X t u
DESCONSIDERA'R	d e s k o~ s i d e r a X
DESCONSOA'NTE	d e s k o~ s o a~ tS i
DESCONSOLA'DO	d e s k o~ s o l a d u
DESCONSOLA'R	d e s k o~ s o l a X
DESCONSOLATI'VO	d e s k o~ s o l a tS i v u
DESCONSO'LO	d e s k o~ s o l u
DESCONTA'R	d e s k o~ t a X
DESCONTEXTUALIZA'DO	d e s k o~ t e s t u a l i z a d u
DESCO'NTO	d e s k o~ t u
DESCONTÍ'NUO	d e s k o~ tS i n u u
DESCONVERSA'R	d e s k o~ v e X s a X
DESCONVERTE'R	d e s k o~ v e X t e X
DESCORA'DO	d e s k o r a d u
DESCORTINA'R	d e s k o X tS i~ n a X
DESCORTIÇA'R	d e s k o X tS i s a X
DESCORTÊ'S	d e s k o X t e js
DESCOSEDU'RA	d e s k o z e d u r a
DESCOSE'R	d e s k o z e X
DESCRAVA'R	d e s k r a v a X
DESCRE'NTE	d e s k r e~ tS i
DESCRE'NÇA	d e s k r e~ s a
DESCREVE'R	d e s k r e v e X
DESCRIMINA'R	d e s k r i~ m i~ n a X
DESCRITI'VO	d e s k r i tS i v u
DESCRI'TO	d e s k r i t u
DESCRITO'R	d e s k r i t o X
DESCRITÍ'VEL	d e s k r i tS i v e w
DESCRIÇÃ'O	d e s k r i s a~ w~
DESCRÉ'DITO	d e s k r E dZ i t u
DESCUIDA'R	d e s k u i d a X
DESCU'IDO	d e s k u i d u
DESCU'LPA	d e s k u w p a
DESCURADAME'NTE	d e s k u r a d a m e~ tS i
DESCURA'R	d e s k u r a X
DESCÔ'MODO	d e s k o m o d u
DE'SDE	d e z dZ i
DESDENHA'R	d e z d e J a X
DESDENHATI'VO	d e z d e J a tS i v u
DESDE'NHO	d e z d e~ J u
DESDENHO'SO	d e z d e J o z u
DESDENTA'DA	d e z d e~ t a d a
DESDENTA'R	d e z d e~ t a X
DESDI'TA	d e z dZ i t a
DESDITO'SO	d e z dZ i t o z u
DESDIZE'R	d e z dZ i z e X
DESDOBRA'R	d e z d o b r a X
DESDÉ'M	d e z d e~j~
DESEJA'R	d e z e Z a X
DESE'JO	d e z e Z u
DESEJO'SO	d e z e Z o z u
DESEJÁ'VEL	d e z e Z a v e w
DESELEGA'NTE	d e z e l e g a~ tS i
DESELEGÂ'NCIA	d e z e l e g a~ s i a
DESEMBAINHA'R	d e z e~ b a i~ J a X
DESEMBALA'R	d e z e~ b a l a X
DESEMBARALHA'R	d e z e~ b a r a L a X
DESEMBARAÇA'R	d e z e~ b a r a s a X
DESEMBARA'ÇO	d e z e~ b a r a s u
DESEMBARGADO'R	d e z e~ b a R g a d o X
DESEMBARGA'R	d e z e~ b a R g a X
DESEMBARGATÓ'RIO	d e z e~ b a R g a t O r i u
DESEMBA'RGO	d e z e~ b a R g u
DESEMBOCADU'RA	d e z e~ b o k a d u r a
DESEMBOCA'R	d e z e~ b o k a X
DESEMBOLSA'R	d e z e~ b o w s a X
DESEMBO'LSO	d e z e~ b O w s u
DESEMBRENHA'R	d e z e~ b r e J a X
DESEMBRULHA'R	d e z e~ b r u L a X
DESEMBRU'LHO	d e z e~ b r u L u
DESEMPENHA'R	d e z e~ p e J a X
DESEMPE'NHO	d e z e~ p e~ J u
DESEMPRE'GO	d e z e~ p r e g u
DESENCABELA'R	d e z e~ k a b e l a X
DESENCACHA'R	d e z e~ k a S a X
DESENCADEA'R	d e z e~ k a d e a X
DESENCA'IXE	d e z e~ k a j S i
DESENCAIXILHA'R	d e z e~ k a j S i L a X
DESENCA'LHE	d e z e~ k a L i
DESENCANTA'R	d e z e~ k a~ t a X
DESENCA'NTO	d e z e~ k a~ t u
DESENCAPOTA'R	d e z e~ k a p o t a X
DESENCARREGA'R	d e z e~ k a R e g a X
DESENCARREIRA'R	d e z e~ k a R e j r a X
DESENCARRILA'R	d e z e~ k a R i l a X
DESENCARTA'R	d e z e~ k a X t a X
DESENCERRA'R	d e z e~ s e R a X
DESENCLAUSTRA'R	d e z e~ k l a u s t r a X
DESENCONCHA'R	d e z e~ k o~ S a X
DESENCO'NTRO	d e z e~ k o~ t r u
DESENCOVA'R	d e z e~ k o v a X
DESENCRENCA'R	d e z e~ k r e~ k a X
DESENFADA'R	d e z e~ f a d a X
DESENFA'DO	d e z e~ f a d u
DESENFAIXA'R	d e z e~ f a j S a X
DESENFREADAME'NTE	d e z e~ f r e a d a m e~ tS i
DESENFREA'R	d e z e~ f r e a X
DESENFRONHA'R	d e z e~ f r o J a X
DESENGAIOLA'R	d e z e~ g a j o l a X
DESENGANADO'R	d e z e~ g a n a d o X
DESENGANA'R	d e z e~ g a n a X
DESENGANCHA'R	d e z e~ g a~ S a X
DESENGA'NO	d e z e~ g a~ n u
DESENGARRAFA'R	d e z e~ g a R a f a X
DESENGASGA'R	d e z e~ g a z g a X
DESENGA'SGUE	d e z e~ g a z g i
DESENGATA'R	d e z e~ g a t a X
DESENGA'TE	d e z e~ g a tS i
DESENGATILHA'R	d e z e~ g a tS i L a X
DESENGONÇA'R	d e z e~ g o~ s a X
DESENGO'NÇO	d e z e~ g o~ s u
DESENGORDURA'NTE	d e z e~ g o R d u r a~ tS i
DESENGRAINHA'R	d e z e~ g r a i~ J a X
DESENGRAÇA'R	d e z e~ g r a s a X
DESENGRENA'R	d e z e~ g r e n a X
DESENGUI'ÇO	d e z e~ g i s u
DESENHADO'R	d e z e J a d o X
DESENHA'R	d e z e J a X
DESENHI'STA	d e z e J i s t a
DESE'NHO	d e z e~ J u
DESENJAULA'R	d e z e~ Z a u l a X
DESENJOA'R	d e z e~ Z o a X
DESENJOATI'VO	d e z e~ Z o a tS i v u
DESENJO'O	d e z e~ Z O u
DESENLA'CE	d e z e~ l a s i
